Dimension,Comparator,Function,U,PValue,SCHO_Mean,Comparator_Mean,SCHO_Median,Comparator_Median,MeanRankDelta_SCHO_minus_Comparator,Symbol
500,ALO,F7,0.0,3.019859359162157e-11,0.0001003646547365844,810.685369298219,9.076196290014327e-05,761.1182276790771,-30.0,+
500,ALO,F8,780.0,1.9139308304061394e-07,-45451.968372688476,-90294.57926569591,-32353.98943943745,-90294.57926569588,22.0,-
500,ALO,F9,0.0,1.2117803970059759e-12,0.0,3332.4134793678077,0.0,3309.692572753891,-30.0,+
500,ALO,F10,0.0,1.2117803970059759e-12,4.440892098500626e-16,17.189248134729905,4.440892098500626e-16,17.354482027235633,-30.0,+
500,ALO,F11,0.0,1.2117803970059759e-12,0.0,1549.92234364951,0.0,1426.28433484974,-30.0,+
500,ALO,F12,0.0,3.019859359162157e-11,1.1609902562284353,21815032.239923656,1.2016395136152984,17369248.02943846,-30.0,+
500,ALO,F13,0.0,3.019859359162157e-11,49.876346450241044,198165471.95917815,49.890407084795626,171506544.60636288,-30.0,+
500,SCA,F1,0.0,1.2117803970059759e-12,0.0,214158.6322273326,0.0,212095.75476919732,-30.0,+
500,SCA,F2,0.0,2.2622576527640783e-11,8.114903523550659e-217,95.05466770471025,3.81543242126094e-266,93.58834434425698,-30.0,+
500,SCA,F3,0.0,1.2117803970059759e-12,0.0,7231274.497694145,0.0,6757897.919786681,-30.0,+
500,SCA,F4,0.0,2.7218256728443658e-11,5.473629057580931e-207,99.08438080663295,4.567999012157707e-240,99.1542884267538,-30.0,+
500,SCA,F5,0.0,3.019859359162157e-11,498.9482682002102,1948285937.9232512,498.9755300133785,1978808169.574904,-30.0,+
500,SCA,F6,0.0,3.019859359162157e-11,124.63085913633863,216778.54429811236,124.61263932083634,209980.1686361002,-30.0,+
500,SCA,F7,0.0,3.019859359162157e-11,0.0001003646547365844,16179.125915938279,9.076196290014327e-05,16092.215091256754,-30.0,+
500,SCA,F8,2.0,3.6897258539809896e-11,-45451.968372688476,-15691.8499306715,-32353.98943943745,-15296.520273136764,-29.866666666666664,+
500,SCA,F9,0.0,1.2117803970059759e-12,0.0,1038.4112237603777,0.0,928.0320752258403,-30.0,+
500,SCA,F10,0.0,1.2117803970059759e-12,4.440892098500626e-16,20.213305811520865,4.440892098500626e-16,20.7723108848196,-30.0,+
500,SCA,F11,0.0,1.2117803970059759e-12,0.0,1928.4276900459931,0.0,1909.8617929227764,-30.0,+
500,SCA,F12,0.0,3.019859359162157e-11,1.1609902562284353,5854400306.168278,1.2016395136152984,5867217047.110125,-30.0,+
500,SCA,F13,0.0,3.019859359162157e-11,49.876346450241044,9460855819.871563,49.890407084795626,9803681574.178288,-30.0,+
500,SSA,F1,0.0,1.2117803970059759e-12,0.0,94989.86835926841,0.0,95047.00096656891,-30.0,+
500,SSA,F2,0.0,2.2622576527640783e-11,8.114903523550659e-217,539.0112354585585,3.81543242126094e-266,537.1985976751942,-30.0,+
500,SSA,F3,0.0,1.2117803970059759e-12,0.0,1572004.2840659947,0.0,1481853.3639687726,-30.0,+
500,SSA,F4,0.0,2.7218256728443658e-11,5.473629057580931e-207,40.86408524765199,4.567999012157707e-240,40.591024620363704,-30.0,+
500,SSA,F5,0.0,3.019859359162157e-11,498.9482682002102,38727806.1761217,498.9755300133785,38224306.76592659,-30.0,+
500,SSA,F6,0.0,3.019859359162157e-11,124.63085913633863,95383.09402430123,124.61263932083634,95580.07997305474,-30.0,+
500,SSA,F7,0.0,3.019859359162157e-11,0.0001003646547365844,277.0761519557335,9.076196290014327e-05,267.26619241227706,-30.0,+
500,SSA,F8,772.0,2.0022927015293786e-06,-45451.968372688476,-59922.35159904839,-32353.98943943745,-60822.64073918051,21.46666666666667,-
500,SSA,F9,0.0,1.2117803970059759e-12,0.0,3142.232402498002,0.0,3147.1993987902683,-30.0,+
500,SSA,F10,0.0,1.2117803970059759e-12,4.440892098500626e-16,14.198770917222959,4.440892098500626e-16,14.158631181276181,-30.0,+
500,SSA,F11,0.0,1.2117803970059759e-12,0.0,855.9088152334155,0.0,856.4230086991201,-30.0,+
500,SSA,F12,0.0,3.019859359162157e-11,1.1609902562284353,1546503.2083826847,1.2016395136152984,1309455.0585823678,-30.0,+
500,SSA,F13,0.0,3.019859359162157e-11,49.876346450241044,38067171.739716314,49.890407084795626,38920576.384190425,-30.0,+
500,AOA,F1,450.0,1.0,0.0,0.0,0.0,0.0,0.0,~
500,AOA,F2,690.0,5.374951270022975e-06,8.114903523550659e-217,0.0,3.81543242126094e-266,0.0,16.0,-
500,AOA,F3,450.0,1.0,0.0,0.0,0.0,0.0,0.0,~
500,AOA,F4,750.0,1.305562694378597e-07,5.473629057580931e-207,0.0,4.567999012157707e-240,0.0,20.0,-
500,AOA,F5,0.0,1.2117803970059759e-12,498.9482682002102,499.0,498.9755300133785,499.0,-30.0,+
500,AOA,F6,0.0,1.2117803970059759e-12,124.63085913633863,125.0,124.61263932083634,125.0,-30.0,+
500,AOA,F7,548.5,0.14725477528973094,0.0001003646547365844,6.568538857855133e-05,9.076196290014327e-05,5.04616792199597e-05,6.566666666666666,~
500,AOA,F8,0.0,3.019859359162157e-11,-45451.968372688476,-12801.225580327067,-32353.98943943745,-12211.5378622256,-30.0,+
500,AOA,F9,450.0,1.0,0.0,0.0,0.0,0.0,0.0,~
500,AOA,F10,450.0,1.0,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,~
500,AOA,F11,450.0,1.0,0.0,0.0,0.0,0.0,0.0,~
500,AOA,F12,2.0,2.9552323840023753e-12,1.1609902562284353,1.2072995122948669,1.2016395136152984,1.2075496762235767,-29.866666666666664,+
500,AOA,F13,0.0,1.7202510031315483e-12,49.876346450241044,49.99845558941885,49.890407084795626,50.0,-30.0,+
500,RSA,F1,450.0,1.0,0.0,0.0,0.0,0.0,0.0,~
500,RSA,F2,690.0,5.374951270022975e-06,8.114903523550659e-217,0.0,3.81543242126094e-266,0.0,16.0,-
500,RSA,F3,450.0,1.0,0.0,0.0,0.0,0.0,0.0,~
500,RSA,F4,750.0,1.305562694378597e-07,5.473629057580931e-207,0.0,4.567999012157707e-240,0.0,20.0,-
500,RSA,F5,0.0,1.2117803970059759e-12,498.9482682002102,499.0,498.9755300133785,499.0,-30.0,+
500,RSA,F6,0.0,1.2117803970059759e-12,124.63085913633863,125.0,124.61263932083634,125.0,-30.0,+
500,RSA,F7,372.5,0.2548673517262201,0.0001003646547365844,0.00014892484622021455,9.076196290014327e-05,0.0001038582351834405,-5.166666666666668,~
500,RSA,F8,777.0,1.3852520781212774e-06,-45451.968372688476,-65169.5882492737,-32353.98943943745,-66892.96893800882,21.799999999999997,-
500,RSA,F9,450.0,1.0,0.0,0.0,0.0,0.0,0.0,~
500,RSA,F10,450.0,1.0,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,~
500,RSA,F11,450.0,1.0,0.0,0.0,0.0,0.0,0.0,~
500,RSA,F12,0.0,1.2117803970059759e-12,1.1609902562284353,1.2075496762235767,1.2016395136152984,1.2075496762235767,-30.0,+
500,RSA,F13,0.0,1.2117803970059759e-12,49.876346450241044,50.0,49.890407084795626,50.0,-30.0,+
500,SHO,F1,0.0,1.2117803970059759e-12,0.0,7.782004087475102e-180,0.0,1.0537895791074307e-182,-30.0,+
500,SHO,F2,0.0,2.2622576527640783e-11,8.114903523550659e-217,9.836290808830308e-97,3.81543242126094e-266,1.8943654506070354e-98,-30.0,+
500,SHO,F3,0.0,1.2117803970059759e-12,0.0,5.959192680414495e-119,0.0,5.712596747713481e-134,-30.0,+
500,SHO,F4,0.0,2.7218256728443658e-11,5.473629057580931e-207,4.593389918192854e-78,4.567999012157707e-240,7.628305794604963e-80,-30.0,+
500,SHO,F5,780.0,1.1077200748339126e-06,498.9482682002102,498.9220723398812,498.9755300133785,498.9239710364756,22.0,-
500,SHO,F6,900.0,3.019859359162157e-11,124.63085913633863,123.10467487913452,124.61263932083634,123.20383239410427,30.0,-
500,SHO,F7,575.0,0.06567125768912659,0.0001003646547365844,5.93884229750523e-05,9.076196290014327e-05,3.4842398984922686e-05,8.333333333333332,~
500,SHO,F8,0.0,3.019859359162157e-11,-45451.968372688476,-12291.270299880734,-32353.98943943745,-12641.400511037264,-30.0,+
500,SHO,F9,450.0,1.0,0.0,0.0,0.0,0.0,0.0,~
500,SHO,F10,390.0,0.04177393035130319,4.440892098500626e-16,9.177843670234628e-16,4.440892098500626e-16,4.440892098500626e-16,-4.0,+
500,SHO,F11,450.0,1.0,0.0,0.0,0.0,0.0,0.0,~
500,SHO,F12,870.0,5.572653248454238e-10,1.1609902562284353,1.1574657870761869,1.2016395136152984,1.1582487169296651,28.0,-
500,SHO,F13,0.0,3.019859359162157e-11,49.876346450241044,49.99140118725824,49.890407084795626,49.99157725492843,-30.0,+
500,GJO,F1,0.0,1.2117803970059759e-12,0.0,8.62795569138411e-13,0.0,5.189182620980845e-13,-30.0,+
500,GJO,F2,0.0,2.2622576527640783e-11,8.114903523550659e-217,5.8600772482032874e-09,3.81543242126094e-266,5.0599403049103694e-09,-30.0,+
500,GJO,F3,0.0,1.2117803970059759e-12,0.0,42008.316665311904,0.0,41162.419169164,-30.0,+
500,GJO,F4,0.0,2.7218256728443658e-11,5.473629057580931e-207,81.51792907673682,4.567999012157707e-240,81.43091816870907,-30.0,+
500,GJO,F5,900.0,3.019859359162157e-11,498.9482682002102,498.169133054204,498.9755300133785,498.23970133094497,30.0,-
500,GJO,F6,900.0,3.019859359162157e-11,124.63085913633863,109.93305038648728,124.61263932083634,109.78259534765355,30.0,-
500,GJO,F7,0.0,3.019859359162157e-11,0.0001003646547365844,0.006142457889771119,9.076196290014327e-05,0.0055997650814056735,-30.0,+
500,GJO,F8,343.0,0.11536235969206284,-45451.968372688476,-30737.95903360857,-32353.98943943745,-36604.770766885864,-7.133333333333336,~
500,GJO,F9,0.0,1.2078287125723328e-12,0.0,3.758178953224463e-13,0.0,2.2737367544323206e-13,-30.0,+
500,GJO,F10,0.0,1.2117803970059759e-12,4.440892098500626e-16,3.387386534233391e-08,4.440892098500626e-16,2.9744799068254224e-08,-30.0,+
500,GJO,F11,0.0,1.2107913587996517e-12,0.0,1.0906460919575996e-13,0.0,8.532063944244328e-14,-30.0,+
500,GJO,F12,870.0,5.572653248454238e-10,1.1609902562284353,0.9226163377727604,1.2016395136152984,0.9195023462712508,28.0,-
500,GJO,F13,900.0,3.019859359162157e-11,49.876346450241044,48.031523184119074,49.890407084795626,48.082296909465576,30.0,-
