Function,Family,Algorithm,Run,Seed,Population,MaxIter,Dimension,Optimum,BestScore,Error,Curve0,CurveLast,Status
F2,unimodal,GWO,21,1020,30,500,10,200.0,42679.768215284836,42479.768215284836,6936367067.603782,42679.768215284836,PASS
F2,unimodal,GWO,22,1021,30,500,10,200.0,267759643.17004952,267759443.17004952,19818481630.79061,267759643.17004952,PASS
F2,unimodal,GWO,23,1022,30,500,10,200.0,55006.32364118959,54806.32364118959,9182729555.562437,55006.32364118959,PASS
F2,unimodal,GWO,24,1023,30,500,10,200.0,37149.32399351395,36949.32399351395,17215725580.770897,37149.32399351395,PASS
F2,unimodal,GWO,25,1024,30,500,10,200.0,23066.85797565109,22866.85797565109,16909932888.356749,23066.85797565109,PASS
F2,unimodal,GWO,26,1025,30,500,10,200.0,41845.91067532771,41645.91067532771,27663587277.88911,41845.91067532771,PASS
F2,unimodal,GWO,27,1026,30,500,10,200.0,229407193.6938426,229406993.6938426,20793758726.79468,229407193.6938426,PASS
F2,unimodal,GWO,28,1027,30,500,10,200.0,59814.34346456799,59614.34346456799,14436106646.354523,59814.34346456799,PASS
F2,unimodal,GWO,29,1028,30,500,10,200.0,10101.397184951877,9901.397184951877,26793426045.386665,10101.397184951877,PASS
F2,unimodal,GWO,30,1029,30,500,10,200.0,28408.286028092483,28208.286028092483,18377055869.7101,28408.286028092483,PASS
F2,unimodal,SCHO,1,1000,30,500,10,200.0,3463847.4596960344,3463647.4596960344,25164020473.95309,3463847.4596960344,PASS
F2,unimodal,SCHO,2,1001,30,500,10,200.0,917163437.7309213,917163237.7309213,10955685434.198364,917163437.7309213,PASS
F2,unimodal,SCHO,3,1002,30,500,10,200.0,980813450.1837548,980813250.1837548,19899352558.09857,980813450.1837548,PASS
F2,unimodal,SCHO,4,1003,30,500,10,200.0,1846514.820153798,1846314.820153798,16045569704.51785,1846514.820153798,PASS
F2,unimodal,SCHO,5,1004,30,500,10,200.0,2975079.745906203,2974879.745906203,19561283546.582462,2975079.745906203,PASS
F2,unimodal,SCHO,6,1005,30,500,10,200.0,265143445.96540803,265143245.96540803,20323145947.86015,265143445.96540803,PASS
F2,unimodal,SCHO,7,1006,30,500,10,200.0,616364640.6484612,616364440.6484612,12038518776.833113,616364640.6484612,PASS
F2,unimodal,SCHO,8,1007,30,500,10,200.0,272204344.9876547,272204144.9876547,22866029160.11985,272204344.9876547,PASS
F2,unimodal,SCHO,9,1008,30,500,10,200.0,1610238.1325470791,1610038.1325470791,14255532700.123093,1610238.1325470791,PASS
F2,unimodal,SCHO,10,1009,30,500,10,200.0,2305305725.4499826,2305305525.4499826,18483984019.465218,2305305725.4499826,PASS
F2,unimodal,SCHO,11,1010,30,500,10,200.0,1451841.293960168,1451641.293960168,11450828743.436255,1451841.293960168,PASS
F2,unimodal,SCHO,12,1011,30,500,10,200.0,3250575.8102455856,3250375.8102455856,23005159355.49889,3250575.8102455856,PASS
F2,unimodal,SCHO,13,1012,30,500,10,200.0,2143999.286946257,2143799.286946257,8482641014.762737,2143999.286946257,PASS
F2,unimodal,SCHO,14,1013,30,500,10,200.0,3699948.1200710726,3699748.1200710726,24178532308.830082,3699948.1200710726,PASS
