Function,Optimum,Min,Q1,Median,Q3,Max,Mean,Std_sample_ddof1,IQR,IQR_Outlier_Count,UniqueScores_rounded12,LargestPlateauCount,LargestPlateauFraction,LargestPlateauValue,Error_Q1,Error_Median,Error_Q3,Paper_Best,Paper_Mean,Paper_STD,Paper_Mean_Error,Repro_Mean_Error,Mean_Error_Ratio,STD_Ratio,Mean_without_worst_run,Worst_run_mean_inflation
F2,200.0,1451841.293960168,3043953.7619910487,441244469.09440243,921440578.1040447,2305305725.4499826,617110459.188875,717937657.8526831,918396624.3420537,1,30,1,0.03333333333333333,1451841.293960168,3043753.7619910487,441244269.09440243,921440378.1040447,1469600.0,261840000.0,413190000.0,261839800.0,617110259.188875,2.356823749440975,1.737548483391861,558896829.3178023,58213629.87107265
F7,700.0,701.0359807402466,701.8610313164124,704.1672103149115,729.4555227993914,846.0625839638952,718.8875530242933,29.360253943685365,27.594491482978924,1,30,1,0.03333333333333333,701.0359807402466,1.8610313164124932,4.167210314911472,29.45552279939136,700.91,708.48,12.273,8.480000000000018,18.88755302429344,2.2273057811666743,2.392263826585624,714.5022071298242,4.385345894469083
F15,1500.0,1503.0640652646694,1504.300104263294,1505.1144904822438,1508.5064568231646,1976.6035776286137,1537.253380027974,107.0350339746745,4.206352559870538,6,30,1,0.03333333333333333,1503.0640652646694,4.300104263294088,5.114490482243809,8.50645682316474,1501.7,1507.5,11.348,7.5,37.25338002797358,4.967117337063144,9.432061506404168,1522.1033732141586,15.150006813815253
F21,2100.0,2487.166033065017,4796.441368570324,12379.08689838251,23089.830766416973,16289926.817176653,573062.1203783437,2969010.5346857244,18293.38939784665,4,30,1,0.03333333333333333,2487.166033065017,2696.4413685703244,10279.08689838251,20989.830766416973,2673.1,10567.0,6877.3,8467.0,570962.1203783437,67.4338160361809,431.71165060208574,31101.26876460894,541960.8516137348
F23,2300.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,0.0,0.0,0,1,30,1.0,2500.0,200.0,200.0,200.0,2311.8,2493.7,34.361,193.69999999999982,200.0,1.0325245224574093,0.0,2500.0,0.0
F27,2700.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,0.0,0.0,0,1,30,1.0,2900.0,200.0,200.0,200.0,2703.9,2868.3,72.135,168.30000000000018,200.0,1.1883541295305988,0.0,2900.0,0.0
F28,2800.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0.0,0.0,0,1,30,1.0,3000.0,200.0,200.0,200.0,3000.0,3000.0,0.0,200.0,200.0,1.0,1.0,3000.0,0.0
