Function,Dim,N,MaxIter,GWOSeed,ObjectiveSeed,TargetX1,TargetX2,BestScore,BestX1,BestX2,DistanceToTarget,InitialBest,FinalMeanFitness,RawHistoryFile
F1,30,6,100,1000,93000,30.0,30.0,11827.1831934809,1.6609305588347014,28.66703845120206,108.75285372568803,96627.17301509144,11833.544315186946,results\raw\gwo_h2e_fig11_F1.npz
F7,30,6,100,1000,93001,0.3840000000000001,0.3840000000000001,4.464591655912472,0.11164209539122831,-0.009616053353273769,1.606210080298782,318.9103317099413,4.945007145409685,results\raw\gwo_h2e_fig11_F7.npz
F9,30,6,100,1000,93002,1.5360000000000005,1.5360000000000005,190.71036497960733,-0.5373917346053504,-0.23069793787485912,8.851285178160714,561.9596301764045,192.34232156694725,results\raw\gwo_h2e_fig11_F9.npz
F10,30,6,100,1000,93003,9.600000000000001,9.600000000000001,17.170611525822892,-0.7824153216163268,6.700437089467171,43.98792767369038,21.112362278762063,17.231904004498336,results\raw\gwo_h2e_fig11_F10.npz
F14,2,6,100,1000,93004,19.66080000000001,19.66080000000001,6.903335782813791,35.69755301006799,35.59396652657441,22.60626556221694,499.90653539863143,6.905458731805702,results\raw\gwo_h2e_fig11_F14.npz
F18,2,6,100,1000,93005,0.6000000000000001,0.6000000000000001,3.000293847761162,0.5991774728922727,0.6003677580059362,0.0009009976658551528,225.42576721654805,3.011085461353389,results\raw\gwo_h2e_fig11_F18.npz
F26,10,6,100,1000,93006,1.5,1.5,373.95828720480625,-0.5815372531445376,-0.9397111142507226,6.329950492439947,1045.2160760626996,377.35684606636096,results\raw\gwo_h2e_fig11_F26.npz
F29,10,6,100,1000,93007,1.5,1.5,909.254605305765,-3.635203590598559,-0.6158170809871718,9.662965030629884,1133.9741046309355,909.313417616,results\raw\gwo_h2e_fig11_F29.npz
