Function,Runs,Population,MaxIter,Best,Mean,Std_population_ddof0,Std_sample_ddof1,Worst,Optimum
F7,30,30,500,0.0004764969479075936,0.001956650095195221,0.0012563423245988534,0.0012778198175469179,0.006723771005994242,0.0
