Function,Dimension,Run,OptimizerSeed,ObjectiveSeed,Population,MaxIter,LowerBound,UpperBound,Optimum,BestScore,Curve0,CurveLast,ElapsedSeconds,Status
F7,100,27,1026,8000727,30,500,-1.28,1.28,0.0,3.2900908394362105e-05,1746.779227230214,3.2900908394362105e-05,8.134935299996869,PASS
F7,100,25,1024,8000725,30,500,-1.28,1.28,0.0,6.73618916708918e-05,1834.2816679825157,6.73618916708918e-05,8.27960520000488,PASS
F7,100,26,1025,8000726,30,500,-1.28,1.28,0.0,9.985006567880816e-05,1874.1616703922396,9.985006567880816e-05,8.300222199992277,PASS
F7,100,28,1027,8000728,30,500,-1.28,1.28,0.0,5.3695734576586496e-05,1768.9475450561765,5.3695734576586496e-05,8.490640100004384,PASS
F8,100,2,1001,8000802,30,500,-500.0,500.0,-41898.28999999999,-14030.312767311027,-2998.5435214511936,-14030.312767311027,6.899190700001782,PASS
F7,100,30,1029,8000730,30,500,-1.28,1.28,0.0,9.924556817142438e-06,1521.9217594508273,9.924556817142438e-06,7.206555700002355,PASS
F8,100,1,1000,8000801,30,500,-500.0,500.0,-41898.28999999999,-32054.13671641041,-2553.5014787740465,-32054.13671641041,7.319076999992831,PASS
F7,100,29,1028,8000729,30,500,-1.28,1.28,0.0,5.483526356653279e-06,1814.9230520058518,5.483526356653279e-06,7.416903399993316,PASS
F8,100,3,1002,8000803,30,500,-500.0,500.0,-41898.28999999999,-10089.339823628812,-3339.742853726567,-10089.339823628812,7.803177800000412,PASS
F8,100,4,1003,8000804,30,500,-500.0,500.0,-41898.28999999999,-30041.856287953255,-4230.464012783519,-30041.856287953255,7.699734699999681,PASS
F8,100,5,1004,8000805,30,500,-500.0,500.0,-41898.28999999999,-11397.094211496229,-4053.2988021294877,-11397.094211496229,8.135762000005343,PASS
F8,100,6,1005,8000806,30,500,-500.0,500.0,-41898.28999999999,-13219.664528717365,-7358.278436814863,-13219.664528717365,8.187388600010308,PASS
F8,100,10,1009,8000810,30,500,-500.0,500.0,-41898.28999999999,-17097.560503554832,-5021.980014230887,-17097.560503554832,7.743074900005013,PASS
F8,100,9,1008,8000809,30,500,-500.0,500.0,-41898.28999999999,-9670.546372067229,-3261.7946918539656,-9670.546372067229,7.785050100006629,PASS
F8,100,8,1007,8000808,30,500,-500.0,500.0,-41898.28999999999,-10435.110974220936,-4538.128464362752,-10435.110974220936,7.862273099992308,PASS
F8,100,7,1006,8000807,30,500,-500.0,500.0,-41898.28999999999,-16207.747517400117,-5048.766274195907,-16207.747517400117,7.890732899992145,PASS
F8,100,14,1013,8000814,30,500,-500.0,500.0,-41898.28999999999,-11250.910312458082,-4000.0772871461536,-11250.910312458082,8.70665549999103,PASS
F8,100,11,1010,8000811,30,500,-500.0,500.0,-41898.28999999999,-11161.025999444515,-3969.567984280408,-11161.025999444515,8.815634999991744,PASS
F8,100,13,1012,8000813,30,500,-500.0,500.0,-41898.28999999999,-30052.422039212735,-3157.5172389692916,-30052.422039212735,8.806878099989262,PASS
F8,100,12,1011,8000812,30,500,-500.0,500.0,-41898.28999999999,-10221.216683724177,-5900.817825640615,-10221.216683724177,8.88693520000379,PASS
F8,100,16,1015,8000816,30,500,-500.0,500.0,-41898.28999999999,-10823.420080061936,-2261.9170847626724,-10823.420080061936,9.164891000007628,PASS
F8,100,18,1017,8000818,30,500,-500.0,500.0,-41898.28999999999,-11787.776555363875,-4776.793589526948,-11787.776555363875,9.138978800008772,PASS
F8,100,15,1014,8000815,30,500,-500.0,500.0,-41898.28999999999,-10135.024571909762,-3656.245112266389,-10135.024571909762,9.255972900005872,PASS
F8,100,17,1016,8000817,30,500,-500.0,500.0,-41898.28999999999,-9321.639173198566,-4287.060062552637,-9321.639173198566,9.264017199995578,PASS
F8,100,19,1018,8000819,30,500,-500.0,500.0,-41898.28999999999,-23967.259967958915,-3572.2175091592453,-23967.259967958915,8.786759100010386,PASS
F8,100,20,1019,8000820,30,500,-500.0,500.0,-41898.28999999999,-11879.845243243066,-3079.152743289578,-11879.845243243066,8.842047300000559,PASS
F8,100,22,1021,8000822,30,500,-500.0,500.0,-41898.28999999999,-11405.607374127969,-3857.81858893866,-11405.607374127969,8.889921800000593,PASS
F8,100,21,1020,8000821,30,500,-500.0,500.0,-41898.28999999999,-11898.718395281314,-2805.889664865194,-11898.718395281314,8.96309599999222,PASS
F8,100,23,1022,8000823,30,500,-500.0,500.0,-41898.28999999999,-10795.987712665601,-3217.5456388720286,-10795.987712665601,7.629510900005698,PASS
F8,100,25,1024,8000825,30,500,-500.0,500.0,-41898.28999999999,-10657.755123045468,-5507.73657400633,-10657.755123045468,7.739682799990987,PASS
F8,100,26,1025,8000826,30,500,-500.0,500.0,-41898.28999999999,-11183.42124425247,-3615.423975875862,-11183.42124425247,8.021244699993986,PASS
F8,100,24,1023,8000824,30,500,-500.0,500.0,-41898.28999999999,-25040.927128226664,-3698.9196027445314,-25040.927128226664,8.22102409999934,PASS
F8,100,27,1026,8000827,30,500,-500.0,500.0,-41898.28999999999,-11510.806014833848,-3660.609387332994,-11510.806014833848,8.845945900000515,PASS
F8,100,28,1027,8000828,30,500,-500.0,500.0,-41898.28999999999,-10574.227110376141,-3692.4136706461177,-10574.227110376141,8.736863099999027,PASS
F8,100,30,1029,8000830,30,500,-500.0,500.0,-41898.28999999999,-13008.841123176018,-3626.4729966266405,-13008.841123176018,8.982617600006051,PASS
F8,100,29,1028,8000829,30,500,-500.0,500.0,-41898.28999999999,-11025.844900421418,-4172.491069827808,-11025.844900421418,9.167786100006197,PASS
F9,100,1,1000,8000901,30,500,-5.12,5.12,0.0,0.0,1576.4442401760357,0.0,8.043977799999993,PASS
F9,100,2,1001,8000902,30,500,-5.12,5.12,0.0,0.0,1629.5208920297216,0.0,8.135427200002596,PASS
F9,100,3,1002,8000903,30,500,-5.12,5.12,0.0,0.0,1518.0045003898188,0.0,8.250930099995458,PASS
F9,100,4,1003,8000904,30,500,-5.12,5.12,0.0,0.0,1630.6819226990792,0.0,8.303952399990521,PASS
F9,100,5,1004,8000905,30,500,-5.12,5.12,0.0,0.0,1633.654588257706,0.0,9.586014899992733,PASS
F9,100,6,1005,8000906,30,500,-5.12,5.12,0.0,0.0,1679.9059474931364,0.0,9.587287600006675,PASS
F9,100,7,1006,8000907,30,500,-5.12,5.12,0.0,0.0,1597.9038971785392,0.0,9.885309200006304,PASS
F9,100,8,1007,8000908,30,500,-5.12,5.12,0.0,0.0,1598.3759331006615,0.0,9.92618529999163,PASS
F9,100,9,1008,8000909,30,500,-5.12,5.12,0.0,0.0,1599.1148459177418,0.0,11.342568799998844,PASS
F9,100,11,1010,8000911,30,500,-5.12,5.12,0.0,0.0,1623.382569432608,0.0,11.379894599987892,PASS
F9,100,10,1009,8000910,30,500,-5.12,5.12,0.0,0.0,1654.2497671880697,0.0,11.628604199999245,PASS
F9,100,12,1011,8000912,30,500,-5.12,5.12,0.0,0.0,1567.182214090817,0.0,11.64722559999791,PASS
F9,100,14,1013,8000914,30,500,-5.12,5.12,0.0,0.0,1628.0463693269671,0.0,9.264518100011628,PASS
F9,100,13,1012,8000913,30,500,-5.12,5.12,0.0,0.0,1705.6261080735198,0.0,9.514832899993053,PASS
F9,100,15,1014,8000915,30,500,-5.12,5.12,0.0,0.0,1717.5213685822944,0.0,9.597864700001082,PASS
F9,100,16,1015,8000916,30,500,-5.12,5.12,0.0,0.0,1590.4021149821185,0.0,9.838714400000754,PASS
F9,100,20,1019,8000920,30,500,-5.12,5.12,0.0,0.0,1668.5738282073448,0.0,8.436908600007882,PASS
F9,100,18,1017,8000918,30,500,-5.12,5.12,0.0,0.0,1549.7171711047217,0.0,8.690016799999285,PASS
F9,100,17,1016,8000917,30,500,-5.12,5.12,0.0,0.0,1614.9408748907163,0.0,8.961102599991136,PASS
F9,100,19,1018,8000919,30,500,-5.12,5.12,0.0,0.0,1599.14457302523,0.0,9.155109899991658,PASS
F9,100,21,1020,8000921,30,500,-5.12,5.12,0.0,0.0,1671.4301046317933,0.0,8.26396769999701,PASS
F9,100,22,1021,8000922,30,500,-5.12,5.12,0.0,0.0,1673.3129759218714,0.0,8.329868699991493,PASS
F9,100,23,1022,8000923,30,500,-5.12,5.12,0.0,0.0,1668.3273960788017,0.0,8.410571799991885,PASS
F9,100,24,1023,8000924,30,500,-5.12,5.12,0.0,0.0,1557.616922959333,0.0,8.378823099992587,PASS
F9,100,25,1024,8000925,30,500,-5.12,5.12,0.0,0.0,1646.9952051689918,0.0,6.969781300009345,PASS
F9,100,27,1026,8000927,30,500,-5.12,5.12,0.0,0.0,1636.060122301835,0.0,7.172470799996518,PASS
F9,100,26,1025,8000926,30,500,-5.12,5.12,0.0,0.0,1690.5721137459896,0.0,7.1980036000022665,PASS
F9,100,28,1027,8000928,30,500,-5.12,5.12,0.0,0.0,1648.085712888685,0.0,7.4589764999982435,PASS
F9,100,29,1028,8000929,30,500,-5.12,5.12,0.0,0.0,1618.2917736347288,0.0,7.226116899997578,PASS
F9,100,30,1029,8000930,30,500,-5.12,5.12,0.0,0.0,1668.2673419277482,0.0,7.101586899996619,PASS
F10,100,1,1000,8001001,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.974169576839916,4.440892098500626e-16,7.181249100001878,PASS
F10,100,2,1001,8001002,30,500,-32.0,32.0,0.0,4.440892098500626e-16,21.02013416273211,4.440892098500626e-16,7.263759699999355,PASS
F10,100,3,1002,8001003,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.895196588033638,4.440892098500626e-16,8.782925499996054,PASS
F10,100,6,1005,8001006,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.976084768705277,4.440892098500626e-16,8.751074500003597,PASS
F10,100,4,1003,8001004,30,500,-32.0,32.0,0.0,4.440892098500626e-16,21.013145034584486,4.440892098500626e-16,8.864668299996993,PASS
F10,100,5,1004,8001005,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.967298988397765,4.440892098500626e-16,8.873081600002479,PASS
F10,100,7,1006,8001007,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.977700991196514,4.440892098500626e-16,9.298243500001263,PASS
F10,100,8,1007,8001008,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.849310391584286,4.440892098500626e-16,9.348713699990185,PASS
F10,100,9,1008,8001009,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.95620850185306,4.440892098500626e-16,9.477181299997028,PASS
F10,100,10,1009,8001010,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.96877373311045,4.440892098500626e-16,9.642912700001034,PASS
F10,100,12,1011,8001012,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.953704690636588,4.440892098500626e-16,8.123697100003483,PASS
F10,100,14,1013,8001014,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.915162094655695,4.440892098500626e-16,8.354995599991526,PASS
F10,100,13,1012,8001013,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.998400333728206,4.440892098500626e-16,8.406087400013348,PASS
F10,100,11,1010,8001011,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.9796262873951,4.440892098500626e-16,8.523295099992538,PASS
F10,100,15,1014,8001015,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.982509523562097,4.440892098500626e-16,8.4898014000064,PASS
F10,100,17,1016,8001017,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.910201054082773,4.440892098500626e-16,8.370263100005104,PASS
F10,100,16,1015,8001016,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.967468781999848,4.440892098500626e-16,8.54705439999816,PASS
F10,100,18,1017,8001018,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.961405035232424,4.440892098500626e-16,8.42520159999549,PASS
F10,100,21,1020,8001021,30,500,-32.0,32.0,0.0,4.440892098500626e-16,21.0959134229779,4.440892098500626e-16,8.259344000005512,PASS
F10,100,19,1018,8001019,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.87439093546512,4.440892098500626e-16,8.37850000000617,PASS
F10,100,20,1019,8001020,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.97882619722332,4.440892098500626e-16,8.668356700000004,PASS
F10,100,22,1021,8001022,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.9904122962268,4.440892098500626e-16,8.67253989999881,PASS
F10,100,24,1023,8001024,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.97529391786728,4.440892098500626e-16,8.501961000001756,PASS
F10,100,23,1022,8001023,30,500,-32.0,32.0,0.0,4.440892098500626e-16,21.016474756195244,4.440892098500626e-16,8.62744740000926,PASS
F10,100,25,1024,8001025,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.790564572301438,4.440892098500626e-16,8.916796599994996,PASS
F10,100,26,1025,8001026,30,500,-32.0,32.0,0.0,4.440892098500626e-16,21.03914263517478,4.440892098500626e-16,9.106536699997378,PASS
F10,100,30,1029,8001030,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.913442373803655,4.440892098500626e-16,7.686586499999976,PASS
F10,100,27,1026,8001027,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.97184561200183,4.440892098500626e-16,7.91373040000326,PASS
F10,100,29,1028,8001029,30,500,-32.0,32.0,0.0,4.440892098500626e-16,21.026068215413297,4.440892098500626e-16,8.046675799996592,PASS
F10,100,28,1027,8001028,30,500,-32.0,32.0,0.0,4.440892098500626e-16,20.815676881750743,4.440892098500626e-16,8.204851799993776,PASS
F11,100,1,1000,8001101,30,500,-600.0,600.0,0.0,0.0,2375.476326915861,0.0,10.007724199997028,PASS
F11,100,2,1001,8001102,30,500,-600.0,600.0,0.0,0.0,2540.5750603013284,0.0,10.030880400008755,PASS
F11,100,3,1002,8001103,30,500,-600.0,600.0,0.0,0.0,2390.4046547317907,0.0,10.130510800008778,PASS
F11,100,4,1003,8001104,30,500,-600.0,600.0,0.0,0.0,2493.0320877478666,0.0,10.046312899998156,PASS
F11,100,5,1004,8001105,30,500,-600.0,600.0,0.0,0.0,2351.5275726410205,0.0,7.377867699993658,PASS
F11,100,8,1007,8001108,30,500,-600.0,600.0,0.0,0.0,2347.1032847830315,0.0,7.512005199998384,PASS
F11,100,7,1006,8001107,30,500,-600.0,600.0,0.0,0.0,2552.6230697525,0.0,7.69430669999565,PASS
F11,100,6,1005,8001106,30,500,-600.0,600.0,0.0,0.0,2577.4630191264455,0.0,7.881643799992162,PASS
F11,100,9,1008,8001109,30,500,-600.0,600.0,0.0,0.0,2475.0034985949237,0.0,8.047555200013448,PASS
F11,100,10,1009,8001110,30,500,-600.0,600.0,0.0,0.0,2515.199287421028,0.0,8.111495100005413,PASS
F11,100,11,1010,8001111,30,500,-600.0,600.0,0.0,0.0,2423.735581830895,0.0,8.533700600004522,PASS
F11,100,12,1011,8001112,30,500,-600.0,600.0,0.0,0.0,2337.436526709515,0.0,8.46127919999708,PASS
F11,100,14,1013,8001114,30,500,-600.0,600.0,0.0,0.0,2337.961463057549,0.0,7.711971799988532,PASS
F11,100,13,1012,8001113,30,500,-600.0,600.0,0.0,0.0,2533.78962648594,0.0,7.747839600007865,PASS
F11,100,16,1015,8001116,30,500,-600.0,600.0,0.0,0.0,2452.779158524029,0.0,7.919624500005739,PASS
F11,100,15,1014,8001115,30,500,-600.0,600.0,0.0,0.0,2658.243952430687,0.0,7.961534799993387,PASS
F11,100,17,1016,8001117,30,500,-600.0,600.0,0.0,0.0,2231.8336309639767,0.0,8.301410900006886,PASS
F11,100,19,1018,8001119,30,500,-600.0,600.0,0.0,0.0,2373.78257986184,0.0,8.376547900013975,PASS
F11,100,20,1019,8001120,30,500,-600.0,600.0,0.0,0.0,2573.540521113476,0.0,8.411198100002366,PASS
F11,100,18,1017,8001118,30,500,-600.0,600.0,0.0,0.0,2356.064350805223,0.0,8.682394200004637,PASS
F11,100,23,1022,8001123,30,500,-600.0,600.0,0.0,0.0,2537.093093853725,0.0,7.649320399999851,PASS
F11,100,21,1020,8001121,30,500,-600.0,600.0,0.0,0.0,2425.1612221159485,0.0,7.729974599991692,PASS
F11,100,22,1021,8001122,30,500,-600.0,600.0,0.0,0.0,2571.6965227889355,0.0,7.7980438000086,PASS
F11,100,24,1023,8001124,30,500,-600.0,600.0,0.0,0.0,2369.227295462157,0.0,7.939540799998213,PASS
F11,100,25,1024,8001125,30,500,-600.0,600.0,0.0,0.0,2155.473571059598,0.0,8.773279300003196,PASS
F11,100,27,1026,8001127,30,500,-600.0,600.0,0.0,0.0,2422.626251618293,0.0,8.978988900009426,PASS
F11,100,26,1025,8001126,30,500,-600.0,600.0,0.0,0.0,2494.1250551646012,0.0,9.209978099999717,PASS
F11,100,28,1027,8001128,30,500,-600.0,600.0,0.0,0.0,2268.5539527773535,0.0,9.100083199999062,PASS
F11,100,29,1028,8001129,30,500,-600.0,600.0,0.0,0.0,2533.2836804549265,0.0,8.966443700002856,PASS
F11,100,30,1029,8001130,30,500,-600.0,600.0,0.0,0.0,2405.3732442515266,0.0,9.078941400002805,PASS
F12,100,2,1001,8001202,30,500,-50.0,50.0,0.0,1.2978892561700648,3059331510.7447143,1.2978892561700648,9.136875600001076,PASS
F12,100,1,1000,8001201,30,500,-50.0,50.0,0.0,1.8179150184817717e-08,2454668402.40871,1.8179150184817717e-08,9.347066000002087,PASS
F12,100,3,1002,8001203,30,500,-50.0,50.0,0.0,1.304374349418372,2859260147.371619,1.304374349418372,8.901355599999079,PASS
F12,100,5,1004,8001205,30,500,-50.0,50.0,0.0,1.3115630410812709,2766150098.5788603,1.3115630410812709,8.972636400008923,PASS
F12,100,4,1003,8001204,30,500,-50.0,50.0,0.0,0.6142772253641207,2936732158.409857,0.6142772253641207,9.137995500001125,PASS
F12,100,6,1005,8001206,30,500,-50.0,50.0,0.0,1.06786393419927e-06,3092814646.6491776,1.06786393419927e-06,8.926192700004322,PASS
F12,100,8,1007,8001208,30,500,-50.0,50.0,0.0,1.2903782966090669,2548857517.032465,1.2903782966090669,7.728980700005195,PASS
F12,100,9,1008,8001209,30,500,-50.0,50.0,0.0,1.135958938560642,2605471706.4533877,1.135958938560642,7.961481400008779,PASS
F12,100,7,1006,8001207,30,500,-50.0,50.0,0.0,1.0839116822686903,3180476949.000442,1.0839116822686903,8.078508699996746,PASS
F12,100,10,1009,8001210,30,500,-50.0,50.0,0.0,1.3081700037246349,3349244219.2438235,1.3081700037246349,8.152833800006192,PASS
F12,100,11,1010,8001211,30,500,-50.0,50.0,0.0,1.1958369948303507,2889347975.027238,1.1958369948303507,9.853558200004045,PASS
F12,100,12,1011,8001212,30,500,-50.0,50.0,0.0,1.304179180911868,2646563097.029721,1.304179180911868,9.763042399994447,PASS
F12,100,13,1012,8001213,30,500,-50.0,50.0,0.0,3.417308386088596e-08,2668691290.1473236,3.417308386088596e-08,9.904434399999445,PASS
F12,100,14,1013,8001214,30,500,-50.0,50.0,0.0,1.03900038712449,2712873229.3536973,1.03900038712449,9.91780630001449,PASS
F12,100,18,1017,8001218,30,500,-50.0,50.0,0.0,0.9170023094329139,2913359197.759446,0.9170023094329139,9.404474399998435,PASS
F12,100,16,1015,8001216,30,500,-50.0,50.0,0.0,3.7198619867806285e-07,2527902815.634496,3.7198619867806285e-07,9.438924499991117,PASS
F12,100,17,1016,8001217,30,500,-50.0,50.0,0.0,1.3061739096906266,2492409359.758003,1.3061739096906266,9.443364299993846,PASS
F12,100,15,1014,8001215,30,500,-50.0,50.0,0.0,1.316781659471841,3037636507.510107,1.316781659471841,9.605837799987057,PASS
F12,100,20,1019,8001220,30,500,-50.0,50.0,0.0,0.9501657301498465,3056605697.8586793,0.9501657301498465,7.066686399994069,PASS
F12,100,21,1020,8001221,30,500,-50.0,50.0,0.0,1.304265135010401,2533372146.1769934,1.304265135010401,7.1001619000016944,PASS
F12,100,19,1018,8001219,30,500,-50.0,50.0,0.0,1.5436255596036107e-06,2605565459.204059,1.5436255596036107e-06,7.161539199994877,PASS
F12,100,22,1021,8001222,30,500,-50.0,50.0,0.0,0.9967442210265638,3131895795.8842297,0.9967442210265638,7.113616400005412,PASS
F12,100,23,1022,8001223,30,500,-50.0,50.0,0.0,0.840211312698775,3013403172.60101,0.840211312698775,6.7495370999968145,PASS
F12,100,24,1023,8001224,30,500,-50.0,50.0,0.0,0.654853032290794,2487116040.3648505,0.654853032290794,6.804393999991589,PASS
F12,100,25,1024,8001225,30,500,-50.0,50.0,0.0,1.303716186994247,2309115071.5237603,1.303716186994247,6.853368200012483,PASS
F12,100,26,1025,8001226,30,500,-50.0,50.0,0.0,3.1112784842779035e-06,2964182987.1899724,3.1112784842779035e-06,6.8582706000015605,PASS
F12,100,27,1026,8001227,30,500,-50.0,50.0,0.0,1.30234165420136,2803817624.346795,1.30234165420136,7.719009499996901,PASS
F12,100,28,1027,8001228,30,500,-50.0,50.0,0.0,1.3095137000457864,2604445909.84401,1.3095137000457864,7.67669529998966,PASS
F12,100,29,1028,8001229,30,500,-50.0,50.0,0.0,1.3195144364928777,2877700011.2132626,1.3195144364928777,7.636199999993551,PASS
F12,100,30,1029,8001230,30,500,-50.0,50.0,0.0,1.1084468893096704,2528396636.0604033,1.1084468893096704,7.686688999994658,PASS
F13,100,4,1003,8001304,30,500,-50.0,50.0,0.0,9.88926192123423,5477768208.302431,9.88926192123423,6.044079799990868,PASS
F13,100,2,1001,8001302,30,500,-50.0,50.0,0.0,9.902595909024068,5703628109.59254,9.902595909024068,6.109174900004291,PASS
F13,100,1,1000,8001301,30,500,-50.0,50.0,0.0,9.813424144210998,4676369695.1665,9.813424144210998,6.246389200008707,PASS
F13,100,3,1002,8001303,30,500,-50.0,50.0,0.0,9.834312637812925,5253613738.91702,9.834312637812925,6.20848250000563,PASS
F13,100,5,1004,8001305,30,500,-50.0,50.0,0.0,9.911040452493188,5108811169.981079,9.911040452493188,6.393374999999651,PASS
F13,100,8,1007,8001308,30,500,-50.0,50.0,0.0,9.904086070463546,4771256699.8600855,9.904086070463546,6.254899099993054,PASS
F13,100,6,1005,8001306,30,500,-50.0,50.0,0.0,9.905659809698776,5702332819.956724,9.905659809698776,6.4157951999950456,PASS
F13,100,7,1006,8001307,30,500,-50.0,50.0,0.0,9.904912078730328,5858380772.004943,9.904912078730328,6.38382350000029,PASS
F13,100,11,1010,8001311,30,500,-50.0,50.0,0.0,9.896156224630975,5358507556.396209,9.896156224630975,9.133371199990506,PASS
F13,100,9,1008,8001309,30,500,-50.0,50.0,0.0,9.900321970543223,4990071797.662076,9.900321970543223,9.228610900012427,PASS
F13,100,12,1011,8001312,30,500,-50.0,50.0,0.0,9.887864306605652,4927528344.086811,9.887864306605652,9.220174099988071,PASS
F13,100,10,1009,8001310,30,500,-50.0,50.0,0.0,9.89640717295924,5989873120.402112,9.89640717295924,9.400564100011252,PASS
F13,100,14,1013,8001314,30,500,-50.0,50.0,0.0,9.904618478770724,5012428997.734464,9.904618478770724,7.341691700014053,PASS
F13,100,15,1014,8001315,30,500,-50.0,50.0,0.0,9.890805072351428,5689354007.1978,9.890805072351428,7.371715000001132,PASS
F13,100,13,1012,8001313,30,500,-50.0,50.0,0.0,9.907405649485462,5050286943.044532,9.907405649485462,7.570728600010625,PASS
F13,100,16,1015,8001316,30,500,-50.0,50.0,0.0,9.79380539539358,4808013491.579546,9.79380539539358,7.403767800002242,PASS
F13,100,19,1018,8001319,30,500,-50.0,50.0,0.0,9.861434206250001,4857761731.048042,9.861434206250001,5.949722599994857,PASS
F13,100,17,1016,8001317,30,500,-50.0,50.0,0.0,9.862153449527112,4638731843.684945,9.862153449527112,6.017509400000563,PASS
F13,100,20,1019,8001320,30,500,-50.0,50.0,0.0,9.910361121602712,5664079376.648131,9.910361121602712,6.081736099993577,PASS
F13,100,18,1017,8001318,30,500,-50.0,50.0,0.0,9.890911266357582,5307336932.899228,9.890911266357582,6.119794700003695,PASS
F13,100,22,1021,8001322,30,500,-50.0,50.0,0.0,9.855222794920032,5735945115.733501,9.855222794920032,5.967764800006989,PASS
F13,100,24,1023,8001324,30,500,-50.0,50.0,0.0,9.861748488803887,4700710851.608096,9.861748488803887,5.950840900011826,PASS
F13,100,21,1020,8001321,30,500,-50.0,50.0,0.0,9.907403302974657,4799501028.89881,9.907403302974657,6.124968000003719,PASS
F13,100,23,1022,8001323,30,500,-50.0,50.0,0.0,9.900901592500297,5571093894.866991,9.900901592500297,6.071381900008419,PASS
F13,100,25,1024,8001325,30,500,-50.0,50.0,0.0,9.904752601356845,4337590714.078335,9.904752601356845,6.077824200008763,PASS
F13,100,28,1027,8001328,30,500,-50.0,50.0,0.0,9.864780410025354,4821965610.445264,9.864780410025354,6.167784099990968,PASS
F13,100,26,1025,8001326,30,500,-50.0,50.0,0.0,9.830876285455657,5457013861.457788,9.830876285455657,6.241678699996555,PASS
F13,100,27,1026,8001327,30,500,-50.0,50.0,0.0,9.864463200611034,5306309842.733978,9.864463200611034,6.314310799993109,PASS
F13,100,30,1029,8001330,30,500,-50.0,50.0,0.0,9.901291958676751,4757536743.214853,9.901291958676751,6.751861899989308,PASS
F13,100,29,1028,8001329,30,500,-50.0,50.0,0.0,9.85513547636696,5396157385.504262,9.85513547636696,6.8730140999978175,PASS
F1,500,1,1000,12000101,30,500,-100.0,100.0,0.0,0.0,1538513.3686851012,0.0,27.97680409999157,PASS
F1,500,2,1001,12000102,30,500,-100.0,100.0,0.0,0.0,1546114.939071203,0.0,28.00416640000185,PASS
F1,500,4,1003,12000104,30,500,-100.0,100.0,0.0,0.0,1570784.4649030152,0.0,28.7348811999982,PASS
F1,500,6,1005,12000106,30,500,-100.0,100.0,0.0,0.0,1590058.9744020654,0.0,28.775057499995455,PASS
F1,500,5,1004,12000105,30,500,-100.0,100.0,0.0,0.0,1512516.415856528,0.0,28.80055730001186,PASS
F1,500,3,1002,12000103,30,500,-100.0,100.0,0.0,0.0,1534981.7877363483,0.0,28.918425700001535,PASS
F1,500,7,1006,12000107,30,500,-100.0,100.0,0.0,0.0,1572829.4160778571,0.0,28.158756699995138,PASS
F1,500,9,1008,12000109,30,500,-100.0,100.0,0.0,0.0,1570270.148350599,0.0,28.408074599996326,PASS
F1,500,10,1009,12000110,30,500,-100.0,100.0,0.0,0.0,1563848.2916379832,0.0,28.40650569999707,PASS
F1,500,8,1007,12000108,30,500,-100.0,100.0,0.0,0.0,1520860.8364401879,0.0,28.590166699999827,PASS
F1,500,11,1010,12000111,30,500,-100.0,100.0,0.0,0.0,1535022.2213210193,0.0,27.74421479999728,PASS
F1,500,13,1012,12000113,30,500,-100.0,100.0,0.0,0.0,1546778.5975060565,0.0,27.904680299994652,PASS
F1,500,14,1013,12000114,30,500,-100.0,100.0,0.0,0.0,1530470.935712316,0.0,27.905899700010195,PASS
F1,500,12,1011,12000112,30,500,-100.0,100.0,0.0,0.0,1572478.9750844436,0.0,28.154355600010604,PASS
F1,500,15,1014,12000115,30,500,-100.0,100.0,0.0,0.0,1568987.7236002195,0.0,35.07006390001334,PASS
F1,500,16,1015,12000116,30,500,-100.0,100.0,0.0,0.0,1555032.5950483577,0.0,34.94849439999962,PASS
F1,500,17,1016,12000117,30,500,-100.0,100.0,0.0,0.0,1530735.8354023776,0.0,35.16436579999572,PASS
F1,500,18,1017,12000118,30,500,-100.0,100.0,0.0,0.0,1560140.4497959507,0.0,35.144152799999574,PASS
F1,500,22,1021,12000122,30,500,-100.0,100.0,0.0,0.0,1559629.785459571,0.0,27.456184299997403,PASS
F1,500,19,1018,12000119,30,500,-100.0,100.0,0.0,0.0,1550889.3417305786,0.0,27.720411499991314,PASS
F1,500,21,1020,12000121,30,500,-100.0,100.0,0.0,0.0,1497176.882149356,0.0,27.821333799991407,PASS
F1,500,20,1019,12000120,30,500,-100.0,100.0,0.0,0.0,1526825.1374559635,0.0,27.873422400007257,PASS
