Function,Family,Algorithm,Run,Seed,Population,MaxIter,Dimension,Optimum,BestScore,Error,Curve0,CurveLast,Status
F1,unimodal,GWO,27,1026,30,500,10,100.0,8142169.957132134,8142069.957132134,146325930.61958897,8142169.957132134,PASS
F1,unimodal,GWO,28,1027,30,500,10,100.0,5975282.573856836,5975182.573856836,82575797.12026742,5975282.573856836,PASS
F1,unimodal,GWO,29,1028,30,500,10,100.0,3348507.871767821,3348407.871767821,1240459050.479443,3348507.871767821,PASS
F1,unimodal,GWO,30,1029,30,500,10,100.0,40369964.52266919,40369864.52266919,607567267.6259123,40369964.52266919,PASS
F1,unimodal,SCHO,1,1000,30,500,10,100.0,4804407.336969936,4804307.336969936,805304096.2058247,4804407.336969936,PASS
F1,unimodal,SCHO,2,1001,30,500,10,100.0,12032385.192318287,12032285.192318287,398522800.8391306,12032385.192318287,PASS
F1,unimodal,SCHO,3,1002,30,500,10,100.0,35510865.83056153,35510765.83056153,1802951135.2096853,35510865.83056153,PASS
F1,unimodal,SCHO,4,1003,30,500,10,100.0,6046015.95069696,6045915.95069696,959083624.0821588,6046015.95069696,PASS
F1,unimodal,SCHO,5,1004,30,500,10,100.0,11790393.522171728,11790293.522171728,677201162.3568029,11790393.522171728,PASS
F1,unimodal,SCHO,6,1005,30,500,10,100.0,4169594.8444463774,4169494.8444463774,58756325.96550646,4169594.8444463774,PASS
F1,unimodal,SCHO,7,1006,30,500,10,100.0,6409782.8831011895,6409682.8831011895,279886824.43456805,6409782.8831011895,PASS
