Variant,Function,Run,OptimizerSeed,ObjectiveSeed,Population,MaxIter,Dimension,LowerBound,UpperBound,Optimum,BestScore,Curve0,CurveLast,ElapsedSeconds,Status
SCHO_NT,F1,27,1026,4024127,30,500,30,-100,100,0.0,0.0,68127.13090112404,0.0,3.3664221999933943,PASS
SCHO_NT,F1,29,1028,4024129,30,500,30,-100,100,0.0,0.0,66088.0070704646,0.0,3.3103359999950044,PASS
SCHO_NT,F1,28,1027,4024128,30,500,30,-100,100,0.0,0.0,71281.47829858353,0.0,3.421831100000418,PASS
SCHO_NT,F1,30,1029,4024130,30,500,30,-100,100,0.0,0.0,77096.69700709768,0.0,3.4267966999905184,PASS
SCHO_NT,F2,1,1000,4024201,30,500,30,-10,10,0.0,0.0,360067002398.5346,0.0,2.8973542000021553,PASS
SCHO_NT,F2,2,1001,4024202,30,500,30,-10,10,0.0,0.0,1715602834860.7356,0.0,2.89523989999725,PASS
SCHO_NT,F2,3,1002,4024203,30,500,30,-10,10,0.0,0.0,702308869043.374,0.0,2.866885399998864,PASS
SCHO_NT,F2,4,1003,4024204,30,500,30,-10,10,0.0,0.0,2634424742592.452,0.0,2.913228999997955,PASS
SCHO_NT,F2,5,1004,4024205,30,500,30,-10,10,0.0,0.0,2899651184.9231544,0.0,3.1475048000138486,PASS
SCHO_NT,F2,8,1007,4024208,30,500,30,-10,10,0.0,0.0,729704378291.7789,0.0,3.087702000004356,PASS
SCHO_NT,F2,6,1005,4024206,30,500,30,-10,10,0.0,0.0,332841078922.353,0.0,3.179531300003873,PASS
SCHO_NT,F2,7,1006,4024207,30,500,30,-10,10,0.0,0.0,76547012233.40517,0.0,3.1797745999938343,PASS
SCHO_NT,F2,9,1008,4024209,30,500,30,-10,10,0.0,0.0,26401294709.697582,0.0,2.557348100002855,PASS
SCHO_NT,F2,11,1010,4024211,30,500,30,-10,10,0.0,0.0,80213629036800.12,0.0,2.565429900001618,PASS
SCHO_NT,F2,12,1011,4024212,30,500,30,-10,10,0.0,0.0,39939133237.937126,0.0,2.621376399998553,PASS
SCHO_NT,F2,10,1009,4024210,30,500,30,-10,10,0.0,0.0,713724413990.0226,0.0,2.632666799996514,PASS
SCHO_NT,F2,13,1012,4024213,30,500,30,-10,10,0.0,0.0,9593437258663.51,0.0,2.8575788000016473,PASS
SCHO_NT,F2,14,1013,4024214,30,500,30,-10,10,0.0,0.0,4038700082325.6636,0.0,2.8288912999996683,PASS
SCHO_NT,F2,15,1014,4024215,30,500,30,-10,10,0.0,0.0,22135772844271.426,0.0,2.780530699994415,PASS
SCHO_NT,F2,16,1015,4024216,30,500,30,-10,10,0.0,0.0,34707708682.06033,0.0,2.826442199992016,PASS
SCHO_NT,F2,17,1016,4024217,30,500,30,-10,10,0.0,0.0,2021349198795.503,0.0,2.105458099991665,PASS
SCHO_NT,F2,20,1019,4024220,30,500,30,-10,10,0.0,0.0,47711548051367.61,0.0,2.076106799999252,PASS
SCHO_NT,F2,19,1018,4024219,30,500,30,-10,10,0.0,0.0,10392937112.024113,0.0,2.13217870000517,PASS
SCHO_NT,F2,18,1017,4024218,30,500,30,-10,10,0.0,0.0,2748969363192.687,0.0,2.152217200011364,PASS
SCHO_NT,F2,21,1020,4024221,30,500,30,-10,10,0.0,0.0,102707326348.72324,0.0,2.6474611000012374,PASS
SCHO_NT,F2,22,1021,4024222,30,500,30,-10,10,0.0,0.0,7683677948828.628,0.0,2.731603099993663,PASS
SCHO_NT,F2,23,1022,4024223,30,500,30,-10,10,0.0,0.0,155737363148.78427,0.0,2.739908800009289,PASS
SCHO_NT,F2,24,1023,4024224,30,500,30,-10,10,0.0,0.0,1339473094382.0034,0.0,2.765909100009594,PASS
SCHO_NT,F2,25,1024,4024225,30,500,30,-10,10,0.0,0.0,3865443685.5409384,0.0,1.877641400002176,PASS
SCHO_NT,F2,28,1027,4024228,30,500,30,-10,10,0.0,0.0,3236421004233.4863,0.0,1.9211283000040567,PASS
SCHO_NT,F2,27,1026,4024227,30,500,30,-10,10,0.0,0.0,67722205355.99468,0.0,1.9222932999982731,PASS
SCHO_NT,F2,26,1025,4024226,30,500,30,-10,10,0.0,0.0,68338205734834.914,0.0,1.9513047999935225,PASS
SCHO_NT,F2,30,1029,4024230,30,500,30,-10,10,0.0,0.0,811737307015.2843,0.0,2.294235800000024,PASS
SCHO_NT,F2,29,1028,4024229,30,500,30,-10,10,0.0,0.0,3305236700.5331717,0.0,2.3681609999912325,PASS
SCHO_NT,F3,1,1000,4024301,30,500,30,-100,100,0.0,0.0,106811.1871437447,0.0,2.3659961999946972,PASS
SCHO_NT,F3,2,1001,4024302,30,500,30,-100,100,0.0,0.0,228881.45062340857,0.0,2.355594199994812,PASS
SCHO_NT,F3,5,1004,4024305,30,500,30,-100,100,0.0,0.0,126006.68015739581,0.0,2.0651206000038655,PASS
SCHO_NT,F3,4,1003,4024304,30,500,30,-100,100,0.0,0.0,252004.5370062454,0.0,2.0724441000056686,PASS
SCHO_NT,F3,6,1005,4024306,30,500,30,-100,100,0.0,0.0,121185.1674532735,0.0,2.117626699997345,PASS
SCHO_NT,F3,3,1002,4024303,30,500,30,-100,100,0.0,0.0,132408.1368091635,0.0,2.1460378999909153,PASS
SCHO_NT,F3,8,1007,4024308,30,500,30,-100,100,0.0,0.0,192911.98136862018,0.0,2.431187099995441,PASS
SCHO_NT,F3,7,1006,4024307,30,500,30,-100,100,0.0,0.0,133484.8315350889,0.0,2.4603160999977263,PASS
SCHO_NT,F3,10,1009,4024310,30,500,30,-100,100,0.0,0.0,107976.19188391927,0.0,2.4372759999969276,PASS
SCHO_NT,F3,9,1008,4024309,30,500,30,-100,100,0.0,0.0,135241.10379381198,0.0,2.4647680000052787,PASS
SCHO_NT,F3,11,1010,4024311,30,500,30,-100,100,0.0,0.0,258402.473983956,0.0,2.0472913999983575,PASS
SCHO_NT,F3,12,1011,4024312,30,500,30,-100,100,0.0,0.0,137478.41138112583,0.0,2.0621277000027476,PASS
SCHO_NT,F3,13,1012,4024313,30,500,30,-100,100,0.0,0.0,157787.82385873256,0.0,2.088458600002923,PASS
SCHO_NT,F3,14,1013,4024314,30,500,30,-100,100,0.0,0.0,166657.1711129854,0.0,2.1078429999906803,PASS
SCHO_NT,F3,15,1014,4024315,30,500,30,-100,100,0.0,0.0,221992.0552764344,0.0,2.3735892999975476,PASS
SCHO_NT,F3,16,1015,4024316,30,500,30,-100,100,0.0,0.0,294151.3375734341,0.0,2.3691567000059877,PASS
SCHO_NT,F3,18,1017,4024318,30,500,30,-100,100,0.0,0.0,245433.61431170706,0.0,2.330253600011929,PASS
SCHO_NT,F3,17,1016,4024317,30,500,30,-100,100,0.0,0.0,119365.44128648656,0.0,2.41342579999764,PASS
SCHO_NT,F3,20,1019,4024320,30,500,30,-100,100,0.0,0.0,161467.97997834763,0.0,1.9883377000078326,PASS
SCHO_NT,F3,22,1021,4024322,30,500,30,-100,100,0.0,0.0,135794.76099693272,0.0,1.9773663000087254,PASS
SCHO_NT,F3,19,1018,4024319,30,500,30,-100,100,0.0,0.0,244606.59772993292,0.0,2.050304500007769,PASS
SCHO_NT,F3,21,1020,4024321,30,500,30,-100,100,0.0,0.0,126211.38335020539,0.0,2.0776996000058716,PASS
SCHO_NT,F3,23,1022,4024323,30,500,30,-100,100,0.0,0.0,163245.37719853327,0.0,2.4003838999924483,PASS
SCHO_NT,F3,25,1024,4024325,30,500,30,-100,100,0.0,0.0,79356.08665120536,0.0,2.417105000000447,PASS
SCHO_NT,F3,24,1023,4024324,30,500,30,-100,100,0.0,0.0,113871.83421879425,0.0,2.476124599998002,PASS
SCHO_NT,F3,26,1025,4024326,30,500,30,-100,100,0.0,0.0,123007.79353130393,0.0,2.392430800013244,PASS
SCHO_NT,F3,28,1027,4024328,30,500,30,-100,100,0.0,0.0,131384.1741233503,0.0,2.0343063000036636,PASS
SCHO_NT,F3,27,1026,4024327,30,500,30,-100,100,0.0,0.0,183635.15749931926,0.0,2.1177535000024363,PASS
SCHO_NT,F3,30,1029,4024330,30,500,30,-100,100,0.0,0.0,90997.76111955676,0.0,2.0945500999951037,PASS
SCHO_NT,F3,29,1028,4024329,30,500,30,-100,100,0.0,0.0,171958.72311027217,0.0,2.1197802999959094,PASS
SCHO_NT,F4,1,1000,4024401,30,500,30,-100,100,0.0,0.0,89.41203274460929,0.0,2.4701674999960233,PASS
SCHO_NT,F4,2,1001,4024402,30,500,30,-100,100,0.0,0.0,88.23531594133786,0.0,2.4602085999940755,PASS
SCHO_NT,F4,4,1003,4024404,30,500,30,-100,100,0.0,0.0,90.05593850015435,0.0,2.4437061000062386,PASS
SCHO_NT,F4,3,1002,4024403,30,500,30,-100,100,0.0,0.0,90.93773968107635,0.0,2.4794623000052525,PASS
SCHO_NT,F4,6,1005,4024406,30,500,30,-100,100,0.0,0.0,87.42803920060479,0.0,2.00805340000079,PASS
SCHO_NT,F4,5,1004,4024405,30,500,30,-100,100,0.0,0.0,83.47974018645405,0.0,2.037864500001888,PASS
SCHO_NT,F4,7,1006,4024407,30,500,30,-100,100,0.0,0.0,89.67489840896681,0.0,2.073123599999235,PASS
SCHO_NT,F4,8,1007,4024408,30,500,30,-100,100,0.0,0.0,88.56020743697258,0.0,2.1073635000066133,PASS
SCHO_NT,F4,10,1009,4024410,30,500,30,-100,100,0.0,0.0,88.62436437004385,0.0,2.4509932000073604,PASS
SCHO_NT,F4,11,1010,4024411,30,500,30,-100,100,0.0,0.0,82.14021784717164,0.0,2.4111372999905143,PASS
SCHO_NT,F4,9,1008,4024409,30,500,30,-100,100,0.0,0.0,90.98182394999645,0.0,2.5225570000038715,PASS
SCHO_NT,F4,12,1011,4024412,30,500,30,-100,100,0.0,0.0,87.6380567694806,0.0,2.4478084000002127,PASS
SCHO_NT,F4,13,1012,4024413,30,500,30,-100,100,0.0,0.0,81.54232198828862,0.0,1.946335700005875,PASS
SCHO_NT,F4,15,1014,4024415,30,500,30,-100,100,0.0,0.0,77.5649543326395,0.0,2.0059429999964777,PASS
SCHO_NT,F4,14,1013,4024414,30,500,30,-100,100,0.0,0.0,77.8379255985727,0.0,2.029849700003979,PASS
SCHO_NT,F4,16,1015,4024416,30,500,30,-100,100,0.0,0.0,89.52145242027729,0.0,2.04845159999968,PASS
SCHO_NT,F4,17,1016,4024417,30,500,30,-100,100,0.0,0.0,89.68075670875115,0.0,2.2250777000008384,PASS
SCHO_NT,F4,18,1017,4024418,30,500,30,-100,100,0.0,0.0,91.69265780583274,0.0,2.2415500000061,PASS
SCHO_NT,F4,20,1019,4024420,30,500,30,-100,100,0.0,0.0,89.14712458834947,0.0,2.2838684000016656,PASS
SCHO_NT,F4,19,1018,4024419,30,500,30,-100,100,0.0,0.0,87.81454527863241,0.0,2.3637045999930706,PASS
SCHO_NT,F4,21,1020,4024421,30,500,30,-100,100,0.0,0.0,93.48016114980666,0.0,1.9311366000038106,PASS
SCHO_NT,F4,24,1023,4024424,30,500,30,-100,100,0.0,0.0,86.34666057993036,0.0,1.9672338999953354,PASS
SCHO_NT,F4,23,1022,4024423,30,500,30,-100,100,0.0,0.0,86.36772034124569,0.0,2.015738899994176,PASS
SCHO_NT,F4,22,1021,4024422,30,500,30,-100,100,0.0,0.0,90.86947090420732,0.0,2.0736330000072485,PASS
SCHO_NT,F4,25,1024,4024425,30,500,30,-100,100,0.0,0.0,83.43944699892515,0.0,2.503089199992246,PASS
SCHO_NT,F4,26,1025,4024426,30,500,30,-100,100,0.0,0.0,92.17294370207554,0.0,2.5218919000035385,PASS
SCHO_NT,F4,27,1026,4024427,30,500,30,-100,100,0.0,0.0,90.2554612114578,0.0,2.5165214000007836,PASS
SCHO_NT,F4,28,1027,4024428,30,500,30,-100,100,0.0,0.0,88.89385763229512,0.0,2.5344335999980103,PASS
SCHO_NT,F4,29,1028,4024429,30,500,30,-100,100,0.0,0.0,88.97595126021793,0.0,2.22161330000381,PASS
SCHO_NT,F4,30,1029,4024430,30,500,30,-100,100,0.0,0.0,90.25056319313495,0.0,2.2677203999919584,PASS
SCHO_NT,F5,1,1000,4024501,30,500,30,-30,30,0.0,28.02289834298946,262803966.06144178,28.02289834298946,2.257799300001352,PASS
SCHO_NT,F5,2,1001,4024502,30,500,30,-30,30,0.0,28.64230324415114,265509719.66763252,28.64230324415114,2.2714596999867354,PASS
SCHO_NT,F5,3,1002,4024503,30,500,30,-30,30,0.0,26.711592204135197,290152790.99322855,26.711592204135197,2.8062345999933314,PASS
SCHO_NT,F5,5,1004,4024505,30,500,30,-30,30,0.0,28.74709344145899,264814459.6730534,28.74709344145899,2.8023007000010693,PASS
SCHO_NT,F5,4,1003,4024504,30,500,30,-30,30,0.0,28.826214399504863,314425104.8265708,28.826214399504863,2.8228420999948867,PASS
SCHO_NT,F5,6,1005,4024506,30,500,30,-30,30,0.0,27.98605481071288,275607877.05815667,27.98605481071288,2.812029900000198,PASS
SCHO_NT,F5,7,1006,4024507,30,500,30,-30,30,0.0,28.824510933652114,275703968.057919,28.824510933652114,2.0253798000048846,PASS
SCHO_NT,F5,8,1007,4024508,30,500,30,-30,30,0.0,27.999375551779824,196990313.2842615,27.999375551779824,2.087849499992444,PASS
SCHO_NT,F5,10,1009,4024510,30,500,30,-30,30,0.0,28.04127944557301,275312500.08404154,28.04127944557301,2.0912018999952124,PASS
SCHO_NT,F5,9,1008,4024509,30,500,30,-30,30,0.0,27.984903150885547,264277025.01725703,27.984903150885547,2.1417917999933707,PASS
SCHO_NT,F5,11,1010,4024511,30,500,30,-30,30,0.0,26.056079496446586,311741780.6244718,26.056079496446586,2.496627600005013,PASS
SCHO_NT,F5,13,1012,4024513,30,500,30,-30,30,0.0,28.980294438009395,223922765.9861003,28.980294438009395,2.552123000001302,PASS
SCHO_NT,F5,12,1011,4024512,30,500,30,-30,30,0.0,28.657622386729578,135783553.73670316,28.657622386729578,2.621722799987765,PASS
SCHO_NT,F5,14,1013,4024514,30,500,30,-30,30,0.0,28.7711099144289,198137301.02750832,28.7711099144289,2.58243969999603,PASS
SCHO_NT,F5,16,1015,4024516,30,500,30,-30,30,0.0,27.14249923293043,230963403.05164534,27.14249923293043,2.1615527999965707,PASS
SCHO_NT,F5,18,1017,4024518,30,500,30,-30,30,0.0,28.735521085607346,261605126.34257632,28.735521085607346,2.1934762000018964,PASS
SCHO_NT,F5,15,1014,4024515,30,500,30,-30,30,0.0,27.97953504492064,199986599.631898,27.97953504492064,2.228092999997898,PASS
SCHO_NT,F5,17,1016,4024517,30,500,30,-30,30,0.0,27.233797922112245,267563143.6435758,27.233797922112245,2.2242028000036953,PASS
SCHO_NT,F5,19,1018,4024519,30,500,30,-30,30,0.0,28.76140733594718,235011607.0552513,28.76140733594718,2.448858300005668,PASS
SCHO_NT,F5,21,1020,4024521,30,500,30,-30,30,0.0,28.809137028708275,320276562.2341088,28.809137028708275,2.4309768000093754,PASS
SCHO_NT,F5,22,1021,4024522,30,500,30,-30,30,0.0,28.77111404159019,250438783.368967,28.77111404159019,2.4474000000045635,PASS
SCHO_NT,F5,20,1019,4024520,30,500,30,-30,30,0.0,28.201890394337347,318067279.8984649,28.201890394337347,2.49583650000568,PASS
SCHO_NT,F5,24,1023,4024524,30,500,30,-30,30,0.0,28.856542727366655,272530389.63664186,28.856542727366655,2.0131082000007154,PASS
SCHO_NT,F5,23,1022,4024523,30,500,30,-30,30,0.0,27.96618498450902,224106822.12627918,27.96618498450902,2.0770699999993667,PASS
SCHO_NT,F5,25,1024,4024525,30,500,30,-30,30,0.0,28.761143074092534,197086662.74910796,28.761143074092534,2.105091799996444,PASS
SCHO_NT,F5,26,1025,4024526,30,500,30,-30,30,0.0,28.771112150920867,272825950.8696747,28.771112150920867,2.1963584999903105,PASS
SCHO_NT,F5,28,1027,4024528,30,500,30,-30,30,0.0,28.66345701966568,306443111.17072505,28.66345701966568,2.304578900002525,PASS
SCHO_NT,F5,27,1026,4024527,30,500,30,-30,30,0.0,28.09403720117838,289149958.1576517,28.09403720117838,2.385952000011457,PASS
SCHO_NT,F5,29,1028,4024529,30,500,30,-30,30,0.0,27.98136697764828,254911291.89617184,27.98136697764828,2.343596399994567,PASS
SCHO_NT,F5,30,1029,4024530,30,500,30,-30,30,0.0,28.65815052394188,297997041.8303026,28.65815052394188,2.3633795000059763,PASS
SCHO_NT,F6,4,1003,4024604,30,500,30,-100,100,0.0,2.2798550733613037,71219.00386103941,2.2798550733613037,1.9548926999996183,PASS
SCHO_NT,F6,2,1001,4024602,30,500,30,-100,100,0.0,3.783883507106924,70582.57089954114,3.783883507106924,1.98431349999737,PASS
SCHO_NT,F6,1,1000,4024601,30,500,30,-100,100,0.0,2.3026247423442636,67909.83159949695,2.3026247423442636,1.993767400010256,PASS
SCHO_NT,F6,3,1002,4024603,30,500,30,-100,100,0.0,1.5392319432753399,71353.455751133,1.5392319432753399,2.0222899000073085,PASS
SCHO_NT,F6,5,1004,4024605,30,500,30,-100,100,0.0,2.490827230499821,71208.03386246378,2.490827230499821,2.2309343999950215,PASS
SCHO_NT,F6,7,1006,4024607,30,500,30,-100,100,0.0,2.112185469706769,70011.4366295226,2.112185469706769,2.215994400001364,PASS
SCHO_NT,F6,6,1005,4024606,30,500,30,-100,100,0.0,3.0528201129736847,68955.29999951718,3.0528201129736847,2.321830000000773,PASS
SCHO_NT,F6,8,1007,4024608,30,500,30,-100,100,0.0,2.7781462554909906,54162.957873925516,2.7781462554909906,2.281310999998823,PASS
SCHO_NT,F6,11,1010,4024611,30,500,30,-100,100,0.0,3.77958560347596,79935.06488261481,3.77958560347596,2.001233000002685,PASS
SCHO_NT,F6,12,1011,4024612,30,500,30,-100,100,0.0,2.2620171399075972,60343.443806650605,2.2620171399075972,2.018120299995644,PASS
SCHO_NT,F6,10,1009,4024610,30,500,30,-100,100,0.0,1.9578169532476932,68295.92181788973,1.9578169532476932,2.0755143000133103,PASS
SCHO_NT,F6,9,1008,4024609,30,500,30,-100,100,0.0,1.8033599867321295,70501.21762803209,1.8033599867321295,2.0944061999907717,PASS
SCHO_NT,F6,14,1013,4024614,30,500,30,-100,100,0.0,2.7956258237024305,66078.30058116298,2.7956258237024305,2.288487800004077,PASS
SCHO_NT,F6,15,1014,4024615,30,500,30,-100,100,0.0,1.972345758838342,62157.94499673396,1.972345758838342,2.282720999995945,PASS
SCHO_NT,F6,13,1012,4024613,30,500,30,-100,100,0.0,2.505633810228211,68881.92519101789,2.505633810228211,2.3780674999870826,PASS
SCHO_NT,F6,16,1015,4024616,30,500,30,-100,100,0.0,2.9838426421193778,61089.234661411996,2.9838426421193778,2.3168977000023006,PASS
SCHO_NT,F6,19,1018,4024619,30,500,30,-100,100,0.0,2.5154857621927746,59960.68287322056,2.5154857621927746,2.044035300001269,PASS
SCHO_NT,F6,17,1016,4024617,30,500,30,-100,100,0.0,1.7185880969695257,73031.55585073962,1.7185880969695257,2.0759914000082063,PASS
SCHO_NT,F6,18,1017,4024618,30,500,30,-100,100,0.0,2.3003479040049863,70606.59378046433,2.3003479040049863,2.0784927000058815,PASS
SCHO_NT,F6,20,1019,4024620,30,500,30,-100,100,0.0,2.516503613956677,79344.06586895653,2.516503613956677,2.1511829999944894,PASS
SCHO_NT,F6,21,1020,4024621,30,500,30,-100,100,0.0,1.8134423472262053,81635.30658606326,1.8134423472262053,2.2755375999986427,PASS
SCHO_NT,F6,22,1021,4024622,30,500,30,-100,100,0.0,1.0279552726750343,64215.54876603678,1.0279552726750343,2.366333800004213,PASS
SCHO_NT,F6,23,1022,4024623,30,500,30,-100,100,0.0,2.5285062036438366,78086.57507584567,2.5285062036438366,2.355502600010368,PASS
SCHO_NT,F6,24,1023,4024624,30,500,30,-100,100,0.0,2.5510191156807585,72276.33926858637,2.5510191156807585,2.4048652999917977,PASS
SCHO_NT,F6,26,1025,4024626,30,500,30,-100,100,0.0,1.553100586541038,67862.6591007802,1.553100586541038,2.084740200007218,PASS
SCHO_NT,F6,25,1024,4024625,30,500,30,-100,100,0.0,2.0373053581433815,56465.69237297281,2.0373053581433815,2.1960799999942537,PASS
SCHO_NT,F6,28,1027,4024628,30,500,30,-100,100,0.0,2.0229863533657633,71067.99746945646,2.0229863533657633,2.1657942999881925,PASS
SCHO_NT,F6,27,1026,4024627,30,500,30,-100,100,0.0,1.460568077678792,68320.91352360474,1.460568077678792,2.2097775000002002,PASS
SCHO_NT,F6,29,1028,4024629,30,500,30,-100,100,0.0,1.2997649403853972,66095.4100418736,1.2997649403853972,2.5112323999928776,PASS
SCHO_NT,F6,30,1029,4024630,30,500,30,-100,100,0.0,2.8056949943068084,77102.38991476683,2.8056949943068084,2.5035029999999097,PASS
SCHO_NT,F7,2,1001,4024702,30,500,30,-1.28,1.28,0.0,6.837286203809079e-05,129.07738590868695,6.837286203809079e-05,2.5439515999896685,PASS
SCHO_NT,F7,1,1000,4024701,30,500,30,-1.28,1.28,0.0,9.459153864170096e-06,132.24256505296452,9.459153864170096e-06,2.614626499998849,PASS
SCHO_NT,F7,4,1003,4024704,30,500,30,-1.28,1.28,0.0,7.080694142436172e-05,120.0123686763614,7.080694142436172e-05,2.091398400007165,PASS
SCHO_NT,F7,3,1002,4024703,30,500,30,-1.28,1.28,0.0,1.6784381334677967e-05,106.8866083511403,1.6784381334677967e-05,2.124134599987883,PASS
SCHO_NT,F7,5,1004,4024705,30,500,30,-1.28,1.28,0.0,0.0002432252979321925,128.77654886785405,0.0002432252979321925,2.1414600999996765,PASS
SCHO_NT,F7,6,1005,4024706,30,500,30,-1.28,1.28,0.0,0.0002044215615785161,95.90377798740067,0.0002044215615785161,2.1499428000097396,PASS
SCHO_NT,F7,7,1006,4024707,30,500,30,-1.28,1.28,0.0,8.514306014872908e-05,109.43532753152996,8.514306014872908e-05,2.4809414999908768,PASS
SCHO_NT,F7,9,1008,4024709,30,500,30,-1.28,1.28,0.0,1.5447923321199045e-05,112.92200132609992,1.5447923321199045e-05,2.4846840999962296,PASS
SCHO_NT,F7,8,1007,4024708,30,500,30,-1.28,1.28,0.0,9.530159643600378e-05,89.84776718932376,9.530159643600378e-05,2.5437270999973407,PASS
SCHO_NT,F7,10,1009,4024710,30,500,30,-1.28,1.28,0.0,8.368433869609948e-05,124.61338032043707,8.368433869609948e-05,2.503053299995372,PASS
SCHO_NT,F7,14,1013,4024714,30,500,30,-1.28,1.28,0.0,2.8207178147332534e-05,125.18640614897903,2.8207178147332534e-05,2.0381810999970185,PASS
SCHO_NT,F7,13,1012,4024713,30,500,30,-1.28,1.28,0.0,4.457786551659293e-05,109.2388515683827,4.457786551659293e-05,2.0414231000031577,PASS
SCHO_NT,F7,12,1011,4024712,30,500,30,-1.28,1.28,0.0,0.00014672705711848977,88.02744560759177,0.00014672705711848977,2.0952277000033064,PASS
SCHO_NT,F7,11,1010,4024711,30,500,30,-1.28,1.28,0.0,0.00021914311776938256,145.50908467686799,0.00021914311776938256,2.133666200010339,PASS
SCHO_NT,F7,15,1014,4024715,30,500,30,-1.28,1.28,0.0,4.9591094465339935e-06,99.80960290906447,4.9591094465339935e-06,2.3206014999886975,PASS
SCHO_NT,F7,16,1015,4024716,30,500,30,-1.28,1.28,0.0,0.00014586593514698265,118.50476153098273,0.00014586593514698265,2.355254500012961,PASS
SCHO_NT,F7,18,1017,4024718,30,500,30,-1.28,1.28,0.0,0.00021633445300472953,146.54341813360404,0.00021633445300472953,2.3661089000088396,PASS
SCHO_NT,F7,17,1016,4024717,30,500,30,-1.28,1.28,0.0,0.00057313278933524,142.86321654785507,0.00057313278933524,2.3942731999995885,PASS
SCHO_NT,F7,20,1019,4024720,30,500,30,-1.28,1.28,0.0,2.5783503506016147e-05,134.11199381657298,2.5783503506016147e-05,2.0067731000017375,PASS
SCHO_NT,F7,21,1020,4024721,30,500,30,-1.28,1.28,0.0,7.261338490871516e-05,134.48686620550905,7.261338490871516e-05,2.0329455000028247,PASS
SCHO_NT,F7,19,1018,4024719,30,500,30,-1.28,1.28,0.0,0.00021026431482795704,129.37924729813335,0.00021026431482795704,2.1119108999992022,PASS
SCHO_NT,F7,22,1021,4024722,30,500,30,-1.28,1.28,0.0,7.447946452421306e-05,97.89929812706661,7.447946452421306e-05,2.0847382999927504,PASS
SCHO_NT,F7,23,1022,4024723,30,500,30,-1.28,1.28,0.0,5.6976333538738544e-05,133.0436737145348,5.6976333538738544e-05,2.293192999990424,PASS
SCHO_NT,F7,24,1023,4024724,30,500,30,-1.28,1.28,0.0,0.00013413908657777807,134.83866130923477,0.00013413908657777807,2.3697528000047896,PASS
SCHO_NT,F7,26,1025,4024726,30,500,30,-1.28,1.28,0.0,6.071988832667685e-05,144.99096006092753,6.071988832667685e-05,2.492969999992056,PASS
SCHO_NT,F7,25,1024,4024725,30,500,30,-1.28,1.28,0.0,0.00018987324554264884,105.12427574420931,0.00018987324554264884,2.49698549999448,PASS
SCHO_NT,F7,28,1027,4024728,30,500,30,-1.28,1.28,0.0,3.238470623567746e-05,93.82607923366973,3.238470623567746e-05,2.2168665999924997,PASS
SCHO_NT,F7,29,1028,4024729,30,500,30,-1.28,1.28,0.0,1.0751409406872803e-05,162.80296180734086,1.0751409406872803e-05,2.2164767000067513,PASS
SCHO_NT,F7,27,1026,4024727,30,500,30,-1.28,1.28,0.0,0.00019470491795281486,135.53438780914385,0.00019470491795281486,2.2497108000097796,PASS
SCHO_NT,F7,30,1029,4024730,30,500,30,-1.28,1.28,0.0,0.000128178818000646,130.6949254804745,0.000128178818000646,2.289213899988681,PASS
SCHO_NT,F8,1,1000,4024801,30,500,30,-500,500,-12569.487,-4243.311124509679,-2451.876014434408,-4243.311124509679,2.815404300010414,PASS
SCHO_NT,F8,2,1001,4024802,30,500,30,-500,500,-12569.487,-5299.129330283743,-2690.889994276502,-5299.129330283743,2.8186854000086896,PASS
SCHO_NT,F8,3,1002,4024803,30,500,30,-500,500,-12569.487,-5143.470475311304,-1692.1826887752877,-5143.470475311304,2.821421199987526,PASS
SCHO_NT,F8,4,1003,4024804,30,500,30,-500,500,-12569.487,-5224.854867688941,-2110.3517025625324,-5224.854867688941,2.862983600003645,PASS
SCHO_NT,F8,5,1004,4024805,30,500,30,-500,500,-12569.487,-5262.55153811937,-1605.4114947545195,-5262.55153811937,2.0449891000025673,PASS
SCHO_NT,F8,7,1006,4024807,30,500,30,-500,500,-12569.487,-5232.449389739354,-1885.772866590057,-5232.449389739354,2.0644119000062346,PASS
SCHO_NT,F8,6,1005,4024806,30,500,30,-500,500,-12569.487,-6057.55069435706,-3595.6367869269293,-6057.55069435706,2.094497300000512,PASS
SCHO_NT,F8,8,1007,4024808,30,500,30,-500,500,-12569.487,-5775.311222805346,-1726.090940377079,-5775.311222805346,2.097707900000387,PASS
SCHO_NT,F8,9,1008,4024809,30,500,30,-500,500,-12569.487,-5828.450528089993,-2337.3316623373657,-5828.450528089993,2.3982108000054723,PASS
SCHO_NT,F8,11,1010,4024811,30,500,30,-500,500,-12569.487,-5000.989670320453,-1813.4049915384448,-5000.989670320453,2.366984799999045,PASS
SCHO_NT,F8,10,1009,4024810,30,500,30,-500,500,-12569.487,-6026.841758672336,-2623.8232741546635,-6026.841758672336,2.4287754999968456,PASS
SCHO_NT,F8,12,1011,4024812,30,500,30,-500,500,-12569.487,-5465.931590285008,-2334.5511967809016,-5465.931590285008,2.3976373999903444,PASS
SCHO_NT,F8,13,1012,4024813,30,500,30,-500,500,-12569.487,-5758.444035915574,-2026.2048410858288,-5758.444035915574,1.965816800002358,PASS
SCHO_NT,F8,16,1015,4024816,30,500,30,-500,500,-12569.487,-5730.183807714553,-1774.4957618865303,-5730.183807714553,2.004935300006764,PASS
SCHO_NT,F8,15,1014,4024815,30,500,30,-500,500,-12569.487,-4467.873589158684,-1577.9245638457974,-4467.873589158684,2.02373849999276,PASS
