Variant,Function,Run,OptimizerSeed,ObjectiveSeed,Population,MaxIter,Dimension,BestScore,Curve0,CurveLast,ElapsedSeconds,Status
V1,F16,13,1012,4025613,30,500,2,-1.031628450708876,1.5398855373431712,-1.031628450708876,0.21625159999530297,PASS
V1,F16,12,1011,4025612,30,500,2,-1.031628453488487,-1.0303686554309606,-1.031628453488487,0.24011289999180008,PASS
V1,F16,14,1013,4025614,30,500,2,-1.0316284439676002,-0.8050538505238225,-1.0316284439676002,0.21385810000356287,PASS
V1,F16,15,1014,4025615,30,500,2,-1.0316284519779193,0.23957312171001172,-1.0316284519779193,0.23961279999639373,PASS
V1,F16,16,1015,4025616,30,500,2,-1.031628427942389,0.7787012712336405,-1.031628427942389,0.24123040000267792,PASS
V1,F16,18,1017,4025618,30,500,2,-1.031628447967734,1.6470124840433833,-1.031628447967734,0.2394717999995919,PASS
V1,F16,17,1016,4025617,30,500,2,-1.0316284528898367,0.9570585820096484,-1.0316284528898367,0.24338889999489766,PASS
V1,F16,21,1020,4025621,30,500,2,-1.031628453467811,0.6778025610508492,-1.031628453467811,0.2232122999994317,PASS
V1,F16,22,1021,4025622,30,500,2,-1.031628453387434,1.5766615624712603,-1.031628453387434,0.23432519999914803,PASS
V1,F16,19,1018,4025619,30,500,2,-1.0316284534808078,0.7878546115016152,-1.0316284534808078,0.2682856999890646,PASS
V1,F16,20,1019,4025620,30,500,2,-1.0316284213695006,-0.9362291745164019,-1.0316284213695006,0.24836530000902712,PASS
V1,F16,23,1022,4025623,30,500,2,-1.0316284529464446,1.3326463850849646,-1.0316284529464446,0.23987090001173783,PASS
V1,F16,24,1023,4025624,30,500,2,-1.0316284534009625,2.6557067430875065,-1.0316284534009625,0.23692339999252,PASS
V1,F16,26,1025,4025626,30,500,2,-1.031628452174905,21.49073996804959,-1.031628452174905,0.2437859999918146,PASS
V1,F16,25,1024,4025625,30,500,2,-1.0316284520008518,2.429026067201413,-1.0316284520008518,0.25804829999106005,PASS
V1,F16,28,1027,4025628,30,500,2,-1.0316284529824096,0.6076326090253817,-1.0316284529824096,0.207573699997738,PASS
V1,F16,27,1026,4025627,30,500,2,-1.0316284387895018,-0.1512971369952485,-1.0316284387895018,0.25073010000051,PASS
V1,F16,29,1028,4025629,30,500,2,-1.031628453465758,-0.12993145689296656,-1.031628453465758,0.22307379999256227,PASS
V1,F16,30,1029,4025630,30,500,2,-1.031628453488354,2.6013826494536425,-1.031628453488354,0.2328577000007499,PASS
V1,F17,4,1003,4025704,30,500,2,0.39788739001867235,2.6652672686497105,0.39788739001867235,0.2731083000107901,PASS
V1,F17,3,1002,4025703,30,500,2,0.3978874090033191,0.5710175662180976,0.3978874090033191,0.28353359999891836,PASS
V1,F17,1,1000,4025701,30,500,2,0.39788746318402346,1.0638829597342436,0.39788746318402346,0.29638460000569467,PASS
V1,F17,2,1001,4025702,30,500,2,0.3978876657041077,1.2443773973881989,0.3978876657041077,0.2884822000050917,PASS
V1,F17,5,1004,4025705,30,500,2,0.39788737438279576,0.7300291394205143,0.39788737438279576,0.22070870001334697,PASS
V1,F17,6,1005,4025706,30,500,2,0.3978873900058719,0.7328401017256851,0.3978873900058719,0.21760299999732524,PASS
V1,F17,7,1006,4025707,30,500,2,0.39788854020117803,1.0302901000661695,0.39788854020117803,0.2355558999988716,PASS
V1,F17,8,1007,4025708,30,500,2,0.39788743991350906,0.8184767311208248,0.39788743991350906,0.23601069999858737,PASS
V1,F17,9,1008,4025709,30,500,2,0.39788735774666506,1.6574038437894387,0.39788735774666506,0.24144739999610465,PASS
V1,F17,11,1010,4025711,30,500,2,0.39788736017090187,0.9236150306333499,0.39788736017090187,0.22732499999983702,PASS
V1,F17,10,1009,4025710,30,500,2,0.39788737156388976,3.966514797561688,0.39788737156388976,0.24735759999020956,PASS
V1,F17,12,1011,4025712,30,500,2,0.3978873808771226,4.005505020167275,0.3978873808771226,0.23953359998995438,PASS
V1,F17,13,1012,4025713,30,500,2,0.39788973316842835,0.653014811080423,0.39788973316842835,0.21019230000092648,PASS
V1,F17,14,1013,4025714,30,500,2,0.397887369345705,1.2794390638585824,0.397887369345705,0.21420669999497477,PASS
V1,F17,15,1014,4025715,30,500,2,0.39788735802198083,0.5699043454949582,0.39788735802198083,0.22117160000198055,PASS
V1,F17,16,1015,4025716,30,500,2,0.3978902380107314,0.5472008050952475,0.3978902380107314,0.22324039999512024,PASS
V1,F17,18,1017,4025718,30,500,2,0.39788814898748726,1.6377791627432448,0.39788814898748726,0.24924540000210982,PASS
V1,F17,19,1018,4025719,30,500,2,0.3978873587245406,1.8190149992010163,0.3978873587245406,0.26204810000490397,PASS
V1,F17,17,1016,4025717,30,500,2,0.39788735791117524,1.9307324415435367,0.39788735791117524,0.27026540000224486,PASS
V1,F17,20,1019,4025720,30,500,2,0.39788737672519225,0.4636423262601532,0.39788737672519225,0.28062770000542514,PASS
V1,F17,21,1020,4025721,30,500,2,0.39788737725423395,2.247938566819121,0.39788737725423395,0.2245792000030633,PASS
V1,F17,22,1021,4025722,30,500,2,0.39788878698717767,1.8216716190815827,0.39788878698717767,0.241469300002791,PASS
V1,F17,24,1023,4025724,30,500,2,0.3978873627603896,14.151514125962425,0.3978873627603896,0.231915399999707,PASS
V1,F17,23,1022,4025723,30,500,2,0.39788758428453797,0.615174882056257,0.39788758428453797,0.25762099999701604,PASS
V1,F17,25,1024,4025725,30,500,2,0.3978876157723725,1.6869208412063283,0.3978876157723725,0.2632697999943048,PASS
V1,F17,27,1026,4025727,30,500,2,0.3978873610585083,1.0566819945015116,0.3978873610585083,0.250692200002959,PASS
V1,F17,28,1027,4025728,30,500,2,0.39788812321719824,2.9510390763983754,0.39788812321719824,0.24819169999682344,PASS
V1,F17,26,1025,4025726,30,500,2,0.39788739016617036,3.889306158017198,0.39788739016617036,0.26517719999537803,PASS
V1,F17,30,1029,4025730,30,500,2,0.39788736677358294,0.47798940625165187,0.39788736677358294,0.2129106999927899,PASS
V1,F17,29,1028,4025729,30,500,2,0.39788740375023046,2.4485590920128137,0.39788740375023046,0.2557550999918021,PASS
V1,F18,1,1000,4025801,30,500,2,3.000000000000022,81.38562380070489,3.000000000000022,0.2556763000029605,PASS
V1,F18,2,1001,4025802,30,500,2,3.00000000000015,30.688673464406033,3.00000000000015,0.2514954999933252,PASS
V1,F18,3,1002,4025803,30,500,2,3.0000000000002442,34.965342142586636,3.0000000000002442,0.2879609000083292,PASS
V1,F18,4,1003,4025804,30,500,2,3.0000000000000826,93.48619771902435,3.0000000000000826,0.28746559999126475,PASS
V1,F18,6,1005,4025806,30,500,2,3.0000000000000773,60.063618491605254,3.0000000000000773,0.29773109999950975,PASS
V1,F18,5,1004,4025805,30,500,2,3.000000000000084,50.082085355619114,3.000000000000084,0.302012799991644,PASS
V1,F18,7,1006,4025807,30,500,2,3.0000000000001363,5.7914370508281126,3.0000000000001363,0.25644139999349136,PASS
V1,F18,8,1007,4025808,30,500,2,3.00000000000018,64.59830186416433,3.00000000000018,0.26574649999383837,PASS
V1,F18,10,1009,4025810,30,500,2,2.9999999999999756,3.5313798537296646,2.9999999999999756,0.23006480000913143,PASS
V1,F18,9,1008,4025809,30,500,2,2.999999999999957,25.521419373542102,2.999999999999957,0.263642300007632,PASS
V1,F18,11,1010,4025811,30,500,2,2.9999999999999627,88.7536597773862,2.9999999999999627,0.25015029999485705,PASS
V1,F18,12,1011,4025812,30,500,2,3.0000000000000084,39.964935115530984,3.0000000000000084,0.23958649999985937,PASS
V1,F18,14,1013,4025814,30,500,2,3.0000000000000346,13.07568843364808,3.0000000000000346,0.27350349999323953,PASS
V1,F18,13,1012,4025813,30,500,2,3.0000000000001275,9.426190913628409,3.0000000000001275,0.2846974999993108,PASS
V1,F18,16,1015,4025816,30,500,2,3.0000000000052505,329.91156437221537,3.0000000000052505,0.22991860000183806,PASS
V1,F18,15,1014,4025815,30,500,2,2.999999999999986,21.8168014034403,2.999999999999986,0.24137099999643397,PASS
V1,F18,17,1016,4025817,30,500,2,2.9999999999999862,91.84738429723461,2.9999999999999862,0.23606480000307783,PASS
V1,F18,18,1017,4025818,30,500,2,2.999999999999969,195.47673454838912,2.999999999999969,0.24574070000380743,PASS
V1,F18,19,1018,4025819,30,500,2,3.0000000000000506,10.909611757157371,3.0000000000000506,0.24676550000731368,PASS
V1,F18,22,1021,4025822,30,500,2,3.000000000000054,66.7727554338801,3.000000000000054,0.271635500001139,PASS
V1,F18,20,1019,4025820,30,500,2,3.0000000000001066,273.7028443942355,3.0000000000001066,0.2757950999948662,PASS
V1,F18,21,1020,4025821,30,500,2,5.760193373621212,317.38163063086415,5.760193373621212,0.2887847999954829,PASS
V1,F18,23,1022,4025823,30,500,2,3.000000000000195,77.76899365473201,3.000000000000195,0.22419190000800882,PASS
V1,F18,25,1024,4025825,30,500,2,3.0000000000000107,77.76507019353373,3.0000000000000107,0.2288527999917278,PASS
V1,F18,26,1025,4025826,30,500,2,3.000000000000084,52.45697833328407,3.000000000000084,0.2255853999959072,PASS
V1,F18,24,1023,4025824,30,500,2,2.9999999999999636,35.89485466192964,2.9999999999999636,0.2453150000073947,PASS
V1,F18,27,1026,4025827,30,500,2,2.999999999999968,64.85636849106568,2.999999999999968,0.25288600000203587,PASS
V1,F18,28,1027,4025828,30,500,2,3.0000000000001226,18.92539432381692,3.0000000000001226,0.26468649999878835,PASS
V1,F18,30,1029,4025830,30,500,2,2.999999999999983,9.657899738468323,2.999999999999983,0.27031480000005104,PASS
V1,F18,29,1028,4025829,30,500,2,3.0000000001032765,45.603141869610994,3.0000000001032765,0.29649090000020806,PASS
V1,F19,1,1000,4025901,30,500,3,-3.862758646175508,-2.8152364689429965,-3.862758646175508,0.5955953000084264,PASS
V1,F19,2,1001,4025902,30,500,3,-3.862774168359584,-3.0010573399050178,-3.862774168359584,0.5852535000012722,PASS
V1,F19,3,1002,4025903,30,500,3,-3.8627752731858482,-3.725083575446613,-3.8627752731858482,0.6216935999982525,PASS
V1,F19,4,1003,4025904,30,500,3,-3.862777043242027,-3.1461542137665415,-3.862777043242027,0.5985473999899114,PASS
V1,F19,6,1005,4025906,30,500,3,-3.8627788099529976,-3.5964528439046646,-3.8627788099529976,0.6187757000006968,PASS
V1,F19,5,1004,4025905,30,500,3,-3.860455545924539,-3.639512885449389,-3.860455545924539,0.6381872000056319,PASS
V1,F19,8,1007,4025908,30,500,3,-3.8627785267808536,-3.371709865860915,-3.8627785267808536,0.6032599000027403,PASS
V1,F19,7,1006,4025907,30,500,3,-3.86277655651813,-3.5365431240230087,-3.86277655651813,0.6291796999867074,PASS
V1,F19,11,1010,4025911,30,500,3,-3.8622273558715006,-3.3317115223347478,-3.8622273558715006,0.5504319999890868,PASS
V1,F19,10,1009,4025910,30,500,3,-3.8627758064360713,-3.6842803474191888,-3.8627758064360713,0.6194266000093194,PASS
V1,F19,9,1008,4025909,30,500,3,-3.862777942704864,-2.3770187007264147,-3.862777942704864,0.6444738999998663,PASS
V1,F19,12,1011,4025912,30,500,3,-3.862773511328369,-3.4451524449101667,-3.862773511328369,0.6134714999934658,PASS
V1,F19,13,1012,4025913,30,500,3,-3.862763458648531,-3.635871471826206,-3.862763458648531,0.597446999992826,PASS
V1,F19,14,1013,4025914,30,500,3,-3.8627776208982425,-2.7738840559770095,-3.8627776208982425,0.6274976999993669,PASS
V1,F19,16,1015,4025916,30,500,3,-3.862767401379108,-3.3706466472251426,-3.862767401379108,0.6549156999972183,PASS
V1,F19,15,1014,4025915,30,500,3,-3.8627728412512186,-3.0661071327576335,-3.8627728412512186,0.6625555000064196,PASS
V1,F19,17,1016,4025917,30,500,3,-3.8627764969163563,-2.5942404342513865,-3.8627764969163563,0.6105968000047142,PASS
V1,F19,18,1017,4025918,30,500,3,-3.861846896889559,-3.529350907698285,-3.861846896889559,0.605859799994505,PASS
V1,F19,19,1018,4025919,30,500,3,-3.8627774483588557,-3.399138298593093,-3.8627774483588557,0.6124292000022251,PASS
V1,F19,20,1019,4025920,30,500,3,-3.862771094870056,-2.937918383007861,-3.862771094870056,0.6075476999976672,PASS
V1,F19,24,1023,4025924,30,500,3,-3.8549011671494178,-3.0648914677945323,-3.8549011671494178,0.5872128000046359,PASS
V1,F19,22,1021,4025922,30,500,3,-3.8627698302182853,-3.757311537153646,-3.8627698302182853,0.606884099994204,PASS
V1,F19,21,1020,4025921,30,500,3,-3.862779761117942,-2.5311476977977185,-3.862779761117942,0.6463183000014396,PASS
V1,F19,23,1022,4025923,30,500,3,-3.8627791298764005,-3.2132895898117337,-3.8627791298764005,0.6302665999974124,PASS
V1,F19,26,1025,4025926,30,500,3,-3.8627678982975513,-2.924795237972474,-3.8627678982975513,0.5566143000032753,PASS
V1,F19,25,1024,4025925,30,500,3,-3.862777677146165,-3.2314525429469114,-3.862777677146165,0.6131515000015497,PASS
V1,F19,28,1027,4025928,30,500,3,-3.862776422522751,-3.0773264067719293,-3.862776422522751,0.6240973999956623,PASS
V1,F19,27,1026,4025927,30,500,3,-3.8627775935349327,-2.8590384198361467,-3.8627775935349327,0.6478915000043344,PASS
V1,F19,29,1028,4025929,30,500,3,-3.86277691528672,-2.805569559471893,-3.86277691528672,0.6619344999926398,PASS
V1,F19,30,1029,4025930,30,500,3,-3.862775945701491,-3.661052938270577,-3.862775945701491,0.6654120000021067,PASS
V1,F20,1,1000,4026001,30,500,6,-3.3221333126080097,-1.719657427599971,-3.3221333126080097,0.7733884999906877,PASS
V1,F20,2,1001,4026002,30,500,6,-3.3220451621797573,-2.366607712192178,-3.3220451621797573,0.8341339999897173,PASS
V1,F20,3,1002,4026003,30,500,6,-3.19726059634143,-2.639546222318051,-3.19726059634143,0.7364293999999063,PASS
V1,F20,4,1003,4026004,30,500,6,-3.32207179831207,-1.4156844025488817,-3.32207179831207,0.8120389999967301,PASS
V1,F20,5,1004,4026005,30,500,6,-3.09894955053293,-1.546975718287114,-3.09894955053293,0.7718287000025157,PASS
V1,F20,6,1005,4026006,30,500,6,-3.137642264173468,-0.9891623935739681,-3.137642264173468,0.7847798999864608,PASS
V1,F20,7,1006,4026007,30,500,6,-3.3220446797028287,-1.3524600207773423,-3.3220446797028287,0.7910469000053126,PASS
V1,F20,8,1007,4026008,30,500,6,-3.3219157323740816,-1.1897588416913751,-3.3219157323740816,0.7963183999963803,PASS
V1,F20,10,1009,4026010,30,500,6,-3.2017096612353004,-1.5097145340696625,-3.2017096612353004,0.7902145000116434,PASS
V1,F20,9,1008,4026009,30,500,6,-3.2028818308208926,-2.5573730477528325,-3.2028818308208926,0.8035070999903837,PASS
V1,F20,11,1010,4026011,30,500,6,-3.3215315965162935,-0.6291784544978798,-3.3215315965162935,0.7431083999981638,PASS
V1,F20,12,1011,4026012,30,500,6,-3.2025958223585724,-1.3334487205410632,-3.2025958223585724,0.7441651999979513,PASS
V1,F20,14,1013,4026014,30,500,6,-3.202368044937583,-1.8745849243144121,-3.202368044937583,0.7527111000090372,PASS
V1,F20,13,1012,4026013,30,500,6,-3.3219847391109196,-1.0595512897021777,-3.3219847391109196,0.793356499998481,PASS
V1,F20,16,1015,4026016,30,500,6,-3.3217037861301315,-1.42589448097107,-3.3217037861301315,0.7700028999970527,PASS
V1,F20,18,1017,4026018,30,500,6,-3.32148238497215,-1.2806836046999825,-3.32148238497215,0.820183799994993,PASS
V1,F20,17,1016,4026017,30,500,6,-3.321789266886188,-0.7707250057888351,-3.321789266886188,0.8292604000016581,PASS
V1,F20,15,1014,4026015,30,500,6,-3.203032171199977,-2.443957038960648,-3.203032171199977,0.8665970000001835,PASS
V1,F20,19,1018,4026019,30,500,6,-3.3220755265925157,-1.6501266361374602,-3.3220755265925157,0.7839795000036247,PASS
V1,F20,21,1020,4026021,30,500,6,-3.3214689604466026,-1.3182646272649436,-3.3214689604466026,0.7859222999977646,PASS
V1,F20,22,1021,4026022,30,500,6,-3.3220228085105044,-1.9643777697330147,-3.3220228085105044,0.8490751000063028,PASS
V1,F20,20,1019,4026020,30,500,6,-3.3217968580447113,-1.1694872668654595,-3.3217968580447113,0.8987022999936016,PASS
V1,F20,25,1024,4026025,30,500,6,-3.3218030457735375,-0.9695628721775759,-3.3218030457735375,0.7547491000004811,PASS
V1,F20,24,1023,4026024,30,500,6,-3.3216905523207885,-1.66295644462256,-3.3216905523207885,0.7729370000015479,PASS
V1,F20,26,1025,4026026,30,500,6,-3.0768526050382383,-1.6523507833992392,-3.0768526050382383,0.7750756000023102,PASS
V1,F20,23,1022,4026023,30,500,6,-3.2019460133036564,-0.8292420221596318,-3.2019460133036564,0.8246097000082955,PASS
V1,F20,27,1026,4026027,30,500,6,-3.2030655784863313,-2.2223661928383214,-3.2030655784863313,0.749219000004814,PASS
V1,F20,28,1027,4026028,30,500,6,-3.3215453311683434,-0.7602290577530897,-3.3215453311683434,0.7674027000030037,PASS
V1,F20,29,1028,4026029,30,500,6,-3.3219824295562024,-1.1782094607932692,-3.3219824295562024,0.768364899995504,PASS
V1,F20,30,1029,4026030,30,500,6,-3.322075692241015,-1.358077861654103,-3.322075692241015,0.7598039000004064,PASS
V1,F21,2,1001,4026102,30,500,4,-5.100346824205089,-0.255284514021552,-5.100346824205089,0.6434919999883277,PASS
V1,F21,1,1000,4026101,30,500,4,-10.147485761885441,-0.7856612453746614,-10.147485761885441,0.7078183999983594,PASS
V1,F21,4,1003,4026104,30,500,4,-5.087930317317617,-0.3482705863990612,-5.087930317317617,0.708406500009005,PASS
V1,F21,3,1002,4026103,30,500,4,-5.05514902826489,-0.7458813166548436,-5.05514902826489,0.7121416000009049,PASS
V1,F21,5,1004,4026105,30,500,4,-10.152698232587149,-0.42018439611118236,-10.152698232587149,0.6619559000100708,PASS
V1,F21,6,1005,4026106,30,500,4,-10.133793580033998,-0.5910831778647738,-10.133793580033998,0.680694599999697,PASS
V1,F21,8,1007,4026108,30,500,4,-5.05519012726863,-0.5537203015819497,-5.05519012726863,0.6506582999863895,PASS
V1,F21,7,1006,4026107,30,500,4,-10.152666244440947,-0.42913328296464676,-10.152666244440947,0.6764573000109522,PASS
V1,F21,9,1008,4026109,30,500,4,-10.149184588901072,-0.3954824691564748,-10.149184588901072,0.6601512000052026,PASS
V1,F21,10,1009,4026110,30,500,4,-10.144644282124078,-0.3873214329929367,-10.144644282124078,0.6654775999923004,PASS
V1,F21,12,1011,4026112,30,500,4,-10.151684566286239,-0.42577067910792477,-10.151684566286239,0.6983318999991752,PASS
V1,F21,11,1010,4026111,30,500,4,-10.152314902518922,-0.3122489822002593,-10.152314902518922,0.7264787999883993,PASS
V1,F21,14,1013,4026114,30,500,4,-10.147102011743469,-0.4533003470413142,-10.147102011743469,0.6354174000007333,PASS
V1,F21,13,1012,4026113,30,500,4,-10.132485564514207,-0.5398028645395757,-10.132485564514207,0.702558200006024,PASS
V1,F21,15,1014,4026115,30,500,4,-10.133758094519536,-0.3593500916460118,-10.133758094519536,0.7099936000013258,PASS
V1,F21,16,1015,4026116,30,500,4,-10.152971953639922,-0.5643107717396479,-10.152971953639922,0.6871724000084214,PASS
V1,F21,19,1018,4026119,30,500,4,-10.12698985020922,-0.4201398663247763,-10.12698985020922,0.6463041999959387,PASS
V1,F21,18,1017,4026118,30,500,4,-5.094343711482591,-0.3187300785834754,-5.094343711482591,0.6535743999993429,PASS
V1,F21,17,1016,4026117,30,500,4,-10.15282921469298,-1.3126153292827127,-10.15282921469298,0.7112125999992713,PASS
V1,F21,20,1019,4026120,30,500,4,-5.0786434265422535,-0.556094779406882,-5.0786434265422535,0.7243445000058273,PASS
V1,F21,21,1020,4026121,30,500,4,-10.15243733037669,-0.39892324222710235,-10.15243733037669,0.6502006000082474,PASS
V1,F21,22,1021,4026122,30,500,4,-10.152974208795358,-0.8124729051033841,-10.152974208795358,0.6495922000030987,PASS
V1,F21,23,1022,4026123,30,500,4,-5.098808617125165,-0.5751988255431095,-5.098808617125165,0.6337052000017138,PASS
V1,F21,24,1023,4026124,30,500,4,-10.148913730215385,-0.36248300442977327,-10.148913730215385,0.6554018000024371,PASS
V1,F21,26,1025,4026126,30,500,4,-10.152274360855916,-0.3234823818806821,-10.152274360855916,0.7136361000011675,PASS
V1,F21,27,1026,4026127,30,500,4,-10.141755019644144,-0.29612421486392365,-10.141755019644144,0.7184757999930298,PASS
V1,F21,28,1027,4026128,30,500,4,-10.15313919018142,-0.3986533020007952,-10.15313919018142,0.7156948000047123,PASS
V1,F21,25,1024,4026125,30,500,4,-10.134247147690756,-0.4078383896375593,-10.134247147690756,0.7475422999996226,PASS
V1,F21,30,1029,4026130,30,500,4,-5.055044247968278,-0.36908201859372297,-5.055044247968278,0.7019167999969795,PASS
V1,F21,29,1028,4026129,30,500,4,-10.152606545425757,-0.3985356486821531,-10.152606545425757,0.765798199994606,PASS
V1,F22,1,1000,4026201,30,500,4,-10.402577818901236,-0.9317573703945224,-10.402577818901236,0.8093365999957314,PASS
V1,F22,2,1001,4026202,30,500,4,-10.39194186628017,-0.9222716528520395,-10.39194186628017,0.8139247000071919,PASS
V1,F22,3,1002,4026203,30,500,4,-5.0874873356798975,-0.7773340207644487,-5.0874873356798975,0.9027524999983143,PASS
V1,F22,4,1003,4026204,30,500,4,-5.11587161877121,-0.370970802781476,-5.11587161877121,0.9428061999933561,PASS
V1,F22,5,1004,4026205,30,500,4,-10.395459487791308,-0.5275828087880526,-10.395459487791308,0.9377279000036651,PASS
V1,F22,6,1005,4026206,30,500,4,-10.40131862653613,-0.6964166048173347,-10.40131862653613,0.9490876999916509,PASS
V1,F22,7,1006,4026207,30,500,4,-10.402765005235604,-0.4985747392352459,-10.402765005235604,1.0282930000103079,PASS
V1,F22,8,1007,4026208,30,500,4,-5.087658770458486,-0.582643477675555,-5.087658770458486,0.9864913000055822,PASS
V1,F22,9,1008,4026209,30,500,4,-10.40017380217571,-0.49284895953941,-10.40017380217571,0.981896900004358,PASS
V1,F22,10,1009,4026210,30,500,4,-10.388124439771971,-0.5770862732792144,-10.388124439771971,1.0023724999919068,PASS
V1,F22,11,1010,4026211,30,500,4,-10.4019325654406,-0.4296436080947541,-10.4019325654406,0.8740322999947239,PASS
V1,F22,12,1011,4026212,30,500,4,-10.384317575527483,-0.5645985806520991,-10.384317575527483,0.9092383999959566,PASS
V1,F22,14,1013,4026214,30,500,4,-10.402344272361383,-0.9848094857049149,-10.402344272361383,0.9191434999956982,PASS
V1,F22,13,1012,4026213,30,500,4,-10.38319095804468,-0.6449517732088035,-10.38319095804468,0.9339168000005884,PASS
V1,F22,15,1014,4026215,30,500,4,-10.383208020100055,-0.4103758613869799,-10.383208020100055,0.8679170999967027,PASS
V1,F22,17,1016,4026217,30,500,4,-10.40251746593785,-1.5765565707085023,-10.40251746593785,0.8117326999927172,PASS
V1,F22,16,1015,4026216,30,500,4,-10.395851739275614,-0.6218257843354295,-10.395851739275614,0.8480573999986518,PASS
V1,F22,18,1017,4026218,30,500,4,-10.401359968442708,-0.44933832522368744,-10.401359968442708,0.8469732999947155,PASS
V1,F22,19,1018,4026219,30,500,4,-10.377732595481866,-0.5128377893703403,-10.377732595481866,0.8033963000052609,PASS
V1,F22,20,1019,4026220,30,500,4,-5.106688764079738,-0.5828681600134475,-5.106688764079738,0.8050540999975055,PASS
V1,F22,21,1020,4026221,30,500,4,-10.402775866318462,-1.121161539213936,-10.402775866318462,0.8111834000010276,PASS
V1,F22,22,1021,4026222,30,500,4,-10.396805287380438,-0.9797111395033686,-10.396805287380438,0.8399558999954024,PASS
V1,F22,23,1022,4026223,30,500,4,-5.126812487084918,-0.6086256797700836,-5.126812487084918,0.7884639000112657,PASS
V1,F22,24,1023,4026224,30,500,4,-10.380992294696421,-0.46854024723853555,-10.380992294696421,0.7830112999945413,PASS
V1,F22,25,1024,4026225,30,500,4,-10.40157523429709,-0.5048069121336105,-10.40157523429709,0.7766567999933613,PASS
V1,F22,26,1025,4026226,30,500,4,-5.087668814531296,-0.4813761157500475,-5.087668814531296,0.7937867000000551,PASS
V1,F22,27,1026,4026227,30,500,4,-10.391353587647577,-0.3899985277776262,-10.391353587647577,0.7809056999976747,PASS
V1,F22,28,1027,4026228,30,500,4,-10.402119736800529,-0.7157489465814115,-10.402119736800529,0.7803558999876259,PASS
V1,F22,30,1029,4026230,30,500,4,-10.402803931029322,-0.43985095714117073,-10.402803931029322,0.7776098999893293,PASS
V1,F22,29,1028,4026229,30,500,4,-10.391346553597344,-0.7171582833042149,-10.391346553597344,0.8564104000106454,PASS
V1,F23,1,1000,4026301,30,500,4,-10.536069622903003,-1.0238629556348218,-10.536069622903003,0.9039945999975316,PASS
V1,F23,2,1001,4026302,30,500,4,-10.521178174226867,-1.0008003304569233,-10.521178174226867,0.8962570000003325,PASS
V1,F23,3,1002,4026303,30,500,4,-5.128286679530559,-0.8164625137143151,-5.128286679530559,0.9214356000011321,PASS
V1,F23,4,1003,4026304,30,500,4,-10.53608899115531,-0.5565675694250592,-10.53608899115531,0.9239921999978833,PASS
V1,F23,8,1007,4026308,30,500,4,-10.51719333717791,-0.7874801856706389,-10.51719333717791,0.9448010000050999,PASS
V1,F23,7,1006,4026307,30,500,4,-10.536220988625486,-0.6872915656446693,-10.536220988625486,0.9479095999995479,PASS
V1,F23,6,1005,4026306,30,500,4,-10.517149697488954,-0.7414380430410371,-10.517149697488954,0.994878500001505,PASS
V1,F23,5,1004,4026305,30,500,4,-10.533290109032166,-0.8454832942164738,-10.533290109032166,1.0127680999867152,PASS
V1,F23,11,1010,4026311,30,500,4,-10.532920876399283,-0.4663841659661791,-10.532920876399283,0.8510915999941062,PASS
V1,F23,10,1009,4026310,30,500,4,-10.523548059245472,-0.645758260380765,-10.523548059245472,0.8956572000024607,PASS
V1,F23,9,1008,4026309,30,500,4,-10.533616986048665,-0.5747711898984762,-10.533616986048665,0.9230619000009028,PASS
V1,F23,12,1011,4026312,30,500,4,-2.869178689893598,-0.823786750800087,-2.869178689893598,0.9590781000006245,PASS
V1,F23,13,1012,4026313,30,500,4,-10.517266076011486,-0.7770502763168828,-10.517266076011486,0.8932610000047134,PASS
V1,F23,15,1014,4026315,30,500,4,-10.515994977423018,-0.5002675730803412,-10.515994977423018,0.8934547999961069,PASS
V1,F23,14,1013,4026314,30,500,4,-10.5358456994868,-1.0997090054454173,-10.5358456994868,0.9405976999987615,PASS
V1,F23,16,1015,4026316,30,500,4,-5.172634137072882,-0.9043428755262034,-5.172634137072882,0.9593986000108998,PASS
V1,F23,18,1017,4026318,30,500,4,-10.5353522363171,-0.47569531546084826,-10.5353522363171,0.9164281999983359,PASS
V1,F23,19,1018,4026319,30,500,4,-10.51088739430485,-0.5736082314038227,-10.51088739430485,0.931251500005601,PASS
V1,F23,17,1016,4026317,30,500,4,-10.53604690062396,-1.7597194378362429,-10.53604690062396,0.9940723000036087,PASS
V1,F23,20,1019,4026320,30,500,4,-5.153562557853562,-0.6308786806539844,-5.153562557853562,0.9427496999996947,PASS
V1,F23,21,1020,4026321,30,500,4,-10.529196774551721,-1.2125486530771716,-10.529196774551721,0.9001685999974143,PASS
V1,F23,23,1022,4026323,30,500,4,-10.524546239964227,-0.7229501803676563,-10.524546239964227,0.9182193000015104,PASS
V1,F23,22,1021,4026322,30,500,4,-10.534908859494756,-1.0750391172262725,-10.534908859494756,0.9445933999959379,PASS
V1,F23,24,1023,4026324,30,500,4,-2.8702937288794197,-0.7987194079905501,-2.8702937288794197,0.9663353999931132,PASS
V1,F23,25,1024,4026325,30,500,4,-2.8709876857397796,-0.6700425911086935,-2.8709876857397796,0.9647821999969892,PASS
V1,F23,26,1025,4026326,30,500,4,-10.52935546583324,-0.6147683017235526,-10.52935546583324,0.9463780999940354,PASS
V1,F23,28,1027,4026328,30,500,4,-10.51756599825139,-0.8946038920849877,-10.51756599825139,0.9200389000034193,PASS
