ProtocolID,Algorithm,Function,Run,OptimizerSeed,ObjectiveSeed,FormalObjectiveSeed,ObjectiveSeedRole,Dim,Population,MaxIter,BestScore,BestPositionJSON,PositionAvailable,RuntimeSeconds,Provenance,SourcePath
H5_CLASSICAL_V1,SCHO,F5,2,1001,1001,5024502,IGNORED_DETERMINISTIC,30,30,500,28.64230324415114,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,3,1002,1002,5024503,IGNORED_DETERMINISTIC,30,30,500,26.711592204135197,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,4,1003,1003,5024504,IGNORED_DETERMINISTIC,30,30,500,28.826214399504863,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,5,1004,1004,5024505,IGNORED_DETERMINISTIC,30,30,500,28.804681130685424,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,6,1005,1005,5024506,IGNORED_DETERMINISTIC,30,30,500,27.98605481071288,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,7,1006,1006,5024507,IGNORED_DETERMINISTIC,30,30,500,28.824510933652114,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,8,1007,1007,5024508,IGNORED_DETERMINISTIC,30,30,500,27.999375551779824,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,9,1008,1008,5024509,IGNORED_DETERMINISTIC,30,30,500,27.984903150885547,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,10,1009,1009,5024510,IGNORED_DETERMINISTIC,30,30,500,28.04127944557301,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,11,1010,1010,5024511,IGNORED_DETERMINISTIC,30,30,500,26.056079496446586,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,12,1011,1011,5024512,IGNORED_DETERMINISTIC,30,30,500,28.657622386729578,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,13,1012,1012,5024513,IGNORED_DETERMINISTIC,30,30,500,28.98419468962295,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,14,1013,1013,5024514,IGNORED_DETERMINISTIC,30,30,500,28.771111277971574,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,15,1014,1014,5024515,IGNORED_DETERMINISTIC,30,30,500,27.97953504492064,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
H5_CLASSICAL_V1,SCHO,F5,16,1015,1015,5024516,IGNORED_DETERMINISTIC,30,30,500,27.14249923293043,,False,,REUSED_SCHO_C12,results/raw/scho_classic23_runs.csv
